**************************************************
Checking constraint violation of RightStance:
***************************************
Constraint: timeDuration 	Node: 1 
---------------------------------------
       Lower   Constraint        Upper
5.00000000E-01 9.95220731E-01 1.00000000E+00
***************************************
Constraint: intX 	Node: 2 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -2.84453890E-05 1.00000000E-04
-1.00000000E-04 -2.84093480E-05 1.00000000E-04
-1.00000000E-04 -1.08735688E-06 1.00000000E-04
-1.00000000E-04 -1.25798216E-06 1.00000000E-04
-1.00000000E-04 -6.03377685E-05 1.00000000E-04
-1.00000000E-04 9.55895532E-05 1.00000000E-04
-1.00000000E-04 5.71669971E-05 1.00000000E-04
-1.00000000E-04 9.67342078E-05 1.00000000E-04
-1.00000000E-04 -2.20116206E-07 1.00000000E-04
-1.00000000E-04 6.13565501E-08 1.00000000E-04
-1.00000000E-04 6.61982854E-05 1.00000000E-04
-1.00000000E-04 -1.20337601E-04 1.00000000E-04
-1.00000000E-04 -2.14131458E-04 1.00000000E-04
-1.00000000E-04 -5.33869062E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 4 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -2.23025749E-04 1.00000000E-04
-1.00000000E-04 -5.86294181E-05 1.00000000E-04
-1.00000000E-04 -6.47578513E-05 1.00000000E-04
-1.00000000E-04 -8.46047085E-06 1.00000000E-04
-1.00000000E-04 -9.45666058E-05 1.00000000E-04
-1.00000000E-04 -1.35284224E-04 1.00000000E-04
-1.00000000E-04 -2.97162965E-05 1.00000000E-04
-1.00000000E-04 -2.97189987E-05 1.00000000E-04
-1.00000000E-04 -2.97226201E-05 1.00000000E-04
-1.00000000E-04 -1.65247280E-07 1.00000000E-04
-1.00000000E-04 -5.64783097E-07 1.00000000E-04
-1.00000000E-04 -2.11811307E-05 1.00000000E-04
-1.00000000E-04 3.78832750E-05 1.00000000E-04
-1.00000000E-04 5.14670370E-05 1.00000000E-04
-1.00000000E-04 4.11351992E-05 1.00000000E-04
-1.00000000E-04 -2.06140584E-07 1.00000000E-04
-1.00000000E-04 -2.97933990E-07 1.00000000E-04
-1.00000000E-04 3.14371912E-05 1.00000000E-04
-1.00000000E-04 -6.84015508E-05 1.00000000E-04
-1.00000000E-04 -1.50602354E-04 1.00000000E-04
-1.00000000E-04 -1.77473258E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 5 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -6.41980252E-05 1.00000000E-04
-1.00000000E-04 -8.06902313E-06 1.00000000E-04
-1.00000000E-04 -1.35131222E-04 1.00000000E-04
-1.00000000E-04 -2.68386197E-05 1.00000000E-04
-1.00000000E-04 -4.89180165E-05 1.00000000E-04
-1.00000000E-04 -1.29638718E-04 1.00000000E-04
-1.00000000E-04 -2.49693049E-05 1.00000000E-04
-1.00000000E-04 -2.49768210E-05 1.00000000E-04
-1.00000000E-04 -2.50036515E-05 1.00000000E-04
-1.00000000E-04 3.27137193E-07 1.00000000E-04
-1.00000000E-04 -3.09329886E-07 1.00000000E-04
-1.00000000E-04 2.37694545E-06 1.00000000E-04
-1.00000000E-04 4.93333527E-06 1.00000000E-04
-1.00000000E-04 2.84042481E-05 1.00000000E-04
-1.00000000E-04 6.07310083E-06 1.00000000E-04
-1.00000000E-04 -1.13121388E-07 1.00000000E-04
-1.00000000E-04 -3.65349567E-07 1.00000000E-04
-1.00000000E-04 2.25819024E-05 1.00000000E-04
-1.00000000E-04 -2.39631763E-05 1.00000000E-04
-1.00000000E-04 -1.13734884E-04 1.00000000E-04
-1.00000000E-04 5.87469216E-06 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 6 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 3.17964524E-05 1.00000000E-04
-1.00000000E-04 3.06649699E-05 1.00000000E-04
-1.00000000E-04 -1.73370539E-04 1.00000000E-04
-1.00000000E-04 -2.27006424E-05 1.00000000E-04
-1.00000000E-04 -5.63461522E-06 1.00000000E-04
-1.00000000E-04 -1.17905137E-04 1.00000000E-04
-1.00000000E-04 -1.68592843E-05 1.00000000E-04
-1.00000000E-04 -1.68673454E-05 1.00000000E-04
-1.00000000E-04 -1.68966782E-05 1.00000000E-04
-1.00000000E-04 5.05489282E-07 1.00000000E-04
-1.00000000E-04 -2.53982596E-07 1.00000000E-04
-1.00000000E-04 1.24437751E-05 1.00000000E-04
-1.00000000E-04 -6.09594077E-06 1.00000000E-04
-1.00000000E-04 4.82478799E-06 1.00000000E-04
-1.00000000E-04 -1.06991139E-05 1.00000000E-04
-1.00000000E-04 -2.96411997E-08 1.00000000E-04
-1.00000000E-04 -2.62143472E-07 1.00000000E-04
-1.00000000E-04 2.15412786E-05 1.00000000E-04
-1.00000000E-04 6.23914662E-06 1.00000000E-04
-1.00000000E-04 -8.67563472E-05 1.00000000E-04
-1.00000000E-04 1.77222443E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 7 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 6.03425197E-05 1.00000000E-04
-1.00000000E-04 4.64380977E-05 1.00000000E-04
-1.00000000E-04 -1.43771498E-04 1.00000000E-04
-1.00000000E-04 -1.07470359E-05 1.00000000E-04
-1.00000000E-04 2.01451065E-05 1.00000000E-04
-1.00000000E-04 -8.84410174E-05 1.00000000E-04
-1.00000000E-04 -8.50954934E-06 1.00000000E-04
-1.00000000E-04 -8.51488218E-06 1.00000000E-04
-1.00000000E-04 -8.53378704E-06 1.00000000E-04
-1.00000000E-04 4.56290466E-07 1.00000000E-04
-1.00000000E-04 -2.26124192E-07 1.00000000E-04
-1.00000000E-04 1.30026889E-05 1.00000000E-04
-1.00000000E-04 -3.63224220E-06 1.00000000E-04
-1.00000000E-04 -8.50546363E-06 1.00000000E-04
-1.00000000E-04 -1.26331678E-05 1.00000000E-04
-1.00000000E-04 1.22244899E-08 1.00000000E-04
-1.00000000E-04 -1.07400418E-07 1.00000000E-04
-1.00000000E-04 1.85557435E-05 1.00000000E-04
-1.00000000E-04 1.89295936E-05 1.00000000E-04
-1.00000000E-04 -5.93241477E-05 1.00000000E-04
-1.00000000E-04 1.89462439E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 8 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 3.86407266E-05 1.00000000E-04
-1.00000000E-04 3.22559054E-05 1.00000000E-04
-1.00000000E-04 -6.72858091E-05 1.00000000E-04
-1.00000000E-04 -1.52421818E-06 1.00000000E-04
-1.00000000E-04 2.01832800E-05 1.00000000E-04
-1.00000000E-04 -4.36397135E-05 1.00000000E-04
-1.00000000E-04 -2.42954429E-06 1.00000000E-04
-1.00000000E-04 -2.43136533E-06 1.00000000E-04
-1.00000000E-04 -2.43765347E-06 1.00000000E-04
-1.00000000E-04 2.39764651E-07 1.00000000E-04
-1.00000000E-04 -1.41885340E-07 1.00000000E-04
-1.00000000E-04 7.48265579E-06 1.00000000E-04
-1.00000000E-04 9.74726142E-07 1.00000000E-04
-1.00000000E-04 -8.55075822E-06 1.00000000E-04
-1.00000000E-04 -6.27265919E-06 1.00000000E-04
-1.00000000E-04 1.50978821E-08 1.00000000E-04
-1.00000000E-04 -1.93804794E-09 1.00000000E-04
-1.00000000E-04 1.04401127E-05 1.00000000E-04
-1.00000000E-04 1.46381424E-05 1.00000000E-04
-1.00000000E-04 -2.83229147E-05 1.00000000E-04
-1.00000000E-04 1.15643116E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 9 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 4.84244242E-06 1.00000000E-04
-1.00000000E-04 4.37841100E-06 1.00000000E-04
-1.00000000E-04 -6.58768704E-06 1.00000000E-04
-1.00000000E-04 1.94375367E-07 1.00000000E-04
-1.00000000E-04 3.18223240E-06 1.00000000E-04
-1.00000000E-04 -5.03290682E-06 1.00000000E-04
-1.00000000E-04 -1.29275778E-07 1.00000000E-04
-1.00000000E-04 -1.29381884E-07 1.00000000E-04
-1.00000000E-04 -1.29750916E-07 1.00000000E-04
-1.00000000E-04 2.66657523E-08 1.00000000E-04
-1.00000000E-04 -2.06499332E-08 1.00000000E-04
-1.00000000E-04 9.40138114E-07 1.00000000E-04
-1.00000000E-04 4.73905001E-07 1.00000000E-04
-1.00000000E-04 -1.29901657E-06 1.00000000E-04
-1.00000000E-04 -5.94049369E-07 1.00000000E-04
-1.00000000E-04 2.12084217E-09 1.00000000E-04
-1.00000000E-04 5.05492803E-09 1.00000000E-04
-1.00000000E-04 1.31224954E-06 1.00000000E-04
-1.00000000E-04 2.12089224E-06 1.00000000E-04
-1.00000000E-04 -3.26529865E-06 1.00000000E-04
-1.00000000E-04 1.54733701E-06 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 10 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 4.16458805E-05 1.00000000E-04
-1.00000000E-04 4.00767827E-05 1.00000000E-04
-1.00000000E-04 -3.35646914E-05 1.00000000E-04
-1.00000000E-04 5.53259071E-06 1.00000000E-04
-1.00000000E-04 3.53974672E-05 1.00000000E-04
-1.00000000E-04 -4.29701090E-05 1.00000000E-04
-1.00000000E-04 5.62472068E-07 1.00000000E-04
-1.00000000E-04 5.63062708E-07 1.00000000E-04
-1.00000000E-04 5.64609475E-07 1.00000000E-04
-1.00000000E-04 1.60848506E-07 1.00000000E-04
-1.00000000E-04 -2.40440956E-07 1.00000000E-04
-1.00000000E-04 8.46049525E-06 1.00000000E-04
-1.00000000E-04 8.52996941E-06 1.00000000E-04
-1.00000000E-04 -1.42543307E-05 1.00000000E-04
-1.00000000E-04 -2.23653930E-06 1.00000000E-04
-1.00000000E-04 1.84224973E-08 1.00000000E-04
-1.00000000E-04 1.09744794E-07 1.00000000E-04
-1.00000000E-04 1.23974725E-05 1.00000000E-04
-1.00000000E-04 2.26313898E-05 1.00000000E-04
-1.00000000E-04 -2.80887353E-05 1.00000000E-04
-1.00000000E-04 1.60153209E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 11 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 5.17292083E-05 1.00000000E-04
-1.00000000E-04 4.72079702E-05 1.00000000E-04
-1.00000000E-04 9.90100057E-06 1.00000000E-04
-1.00000000E-04 1.25425577E-05 1.00000000E-04
-1.00000000E-04 5.82908827E-05 1.00000000E-04
-1.00000000E-04 -5.86340682E-05 1.00000000E-04
-1.00000000E-04 3.62758041E-06 1.00000000E-04
-1.00000000E-04 3.63149493E-06 1.00000000E-04
-1.00000000E-04 3.64252746E-06 1.00000000E-04
-1.00000000E-04 -2.33181421E-08 1.00000000E-04
-1.00000000E-04 -4.88354948E-07 1.00000000E-04
-1.00000000E-04 1.08008179E-05 1.00000000E-04
-1.00000000E-04 1.86893354E-05 1.00000000E-04
-1.00000000E-04 -2.50355241E-05 1.00000000E-04
-1.00000000E-04 4.02679431E-06 1.00000000E-04
-1.00000000E-04 1.96349248E-08 1.00000000E-04
-1.00000000E-04 2.74587381E-07 1.00000000E-04
-1.00000000E-04 1.87120143E-05 1.00000000E-04
-1.00000000E-04 3.75445716E-05 1.00000000E-04
-1.00000000E-04 -3.78810196E-05 1.00000000E-04
-1.00000000E-04 2.74449612E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 12 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 2.96777957E-05 1.00000000E-04
-1.00000000E-04 9.61949756E-06 1.00000000E-04
-1.00000000E-04 1.05955581E-04 1.00000000E-04
-1.00000000E-04 1.35023280E-05 1.00000000E-04
-1.00000000E-04 5.60087440E-05 1.00000000E-04
-1.00000000E-04 -4.80302983E-05 1.00000000E-04
-1.00000000E-04 7.36283459E-06 1.00000000E-04
-1.00000000E-04 7.37132193E-06 1.00000000E-04
-1.00000000E-04 7.39437429E-06 1.00000000E-04
-1.00000000E-04 -5.47450524E-07 1.00000000E-04
-1.00000000E-04 -7.19587773E-07 1.00000000E-04
-1.00000000E-04 4.24798176E-06 1.00000000E-04
-1.00000000E-04 2.39239150E-05 1.00000000E-04
-1.00000000E-04 -3.04718490E-05 1.00000000E-04
-1.00000000E-04 1.60693410E-05 1.00000000E-04
-1.00000000E-04 2.54563304E-09 1.00000000E-04
-1.00000000E-04 4.25744050E-07 1.00000000E-04
-1.00000000E-04 1.80794177E-05 1.00000000E-04
-1.00000000E-04 3.81062439E-05 1.00000000E-04
-1.00000000E-04 -2.75390878E-05 1.00000000E-04
-1.00000000E-04 3.16510616E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 13 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.86055019E-05 1.00000000E-04
-1.00000000E-04 -6.68697254E-05 1.00000000E-04
-1.00000000E-04 2.04283453E-04 1.00000000E-04
-1.00000000E-04 1.80126962E-06 1.00000000E-04
-1.00000000E-04 2.24793844E-05 1.00000000E-04
-1.00000000E-04 -1.03063646E-05 1.00000000E-04
-1.00000000E-04 1.02442194E-05 1.00000000E-04
-1.00000000E-04 1.02566695E-05 1.00000000E-04
-1.00000000E-04 1.02886344E-05 1.00000000E-04
-1.00000000E-04 -1.20503595E-06 1.00000000E-04
-1.00000000E-04 -8.52905343E-07 1.00000000E-04
-1.00000000E-04 -1.33849278E-05 1.00000000E-04
-1.00000000E-04 2.05998970E-05 1.00000000E-04
-1.00000000E-04 -2.84211117E-05 1.00000000E-04
-1.00000000E-04 2.88759859E-05 1.00000000E-04
-1.00000000E-04 -2.61549786E-08 1.00000000E-04
-1.00000000E-04 5.03011005E-07 1.00000000E-04
-1.00000000E-04 1.07588945E-05 1.00000000E-04
-1.00000000E-04 1.78994309E-05 1.00000000E-04
-1.00000000E-04 5.16046657E-06 1.00000000E-04
-1.00000000E-04 2.50295266E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 14 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -8.02799203E-05 1.00000000E-04
-1.00000000E-04 -1.54634230E-04 1.00000000E-04
-1.00000000E-04 2.34580591E-04 1.00000000E-04
-1.00000000E-04 -2.51663815E-05 1.00000000E-04
-1.00000000E-04 -3.63659883E-05 1.00000000E-04
-1.00000000E-04 5.51648674E-05 1.00000000E-04
-1.00000000E-04 1.13005322E-05 1.00000000E-04
-1.00000000E-04 1.13145364E-05 1.00000000E-04
-1.00000000E-04 1.13480711E-05 1.00000000E-04
-1.00000000E-04 -1.61240262E-06 1.00000000E-04
-1.00000000E-04 -7.77562677E-07 1.00000000E-04
-1.00000000E-04 -4.11577589E-05 1.00000000E-04
-1.00000000E-04 1.14196554E-05 1.00000000E-04
-1.00000000E-04 -1.55804950E-05 1.00000000E-04
-1.00000000E-04 3.68478342E-05 1.00000000E-04
-1.00000000E-04 -5.42395782E-08 1.00000000E-04
-1.00000000E-04 4.88636445E-07 1.00000000E-04
-1.00000000E-04 -6.25889427E-07 1.00000000E-04
-1.00000000E-04 -2.62596324E-05 1.00000000E-04
-1.00000000E-04 5.92390018E-05 1.00000000E-04
-1.00000000E-04 5.31993959E-06 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 15 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.39820915E-04 1.00000000E-04
-1.00000000E-04 -2.15669145E-04 1.00000000E-04
-1.00000000E-04 1.25471194E-04 1.00000000E-04
-1.00000000E-04 -6.29706334E-05 1.00000000E-04
-1.00000000E-04 -1.05933577E-04 1.00000000E-04
-1.00000000E-04 1.49575036E-04 1.00000000E-04
-1.00000000E-04 1.02994162E-05 1.00000000E-04
-1.00000000E-04 1.03111664E-05 1.00000000E-04
-1.00000000E-04 1.03374072E-05 1.00000000E-04
-1.00000000E-04 -1.39597975E-06 1.00000000E-04
-1.00000000E-04 -4.19342481E-07 1.00000000E-04
-1.00000000E-04 -7.31651833E-05 1.00000000E-04
-1.00000000E-04 4.06766705E-06 1.00000000E-04
-1.00000000E-04 1.32241504E-05 1.00000000E-04
-1.00000000E-04 3.61182486E-05 1.00000000E-04
-1.00000000E-04 -6.94089408E-08 1.00000000E-04
-1.00000000E-04 4.23805909E-07 1.00000000E-04
-1.00000000E-04 -1.15058703E-05 1.00000000E-04
-1.00000000E-04 -9.40672010E-05 1.00000000E-04
-1.00000000E-04 1.30522281E-04 1.00000000E-04
-1.00000000E-04 -2.74531005E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 16 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.82678515E-04 1.00000000E-04
-1.00000000E-04 -2.18012632E-04 1.00000000E-04
-1.00000000E-04 -1.67583052E-04 1.00000000E-04
-1.00000000E-04 -9.66421399E-05 1.00000000E-04
-1.00000000E-04 -1.72031527E-04 1.00000000E-04
-1.00000000E-04 2.72840487E-04 1.00000000E-04
-1.00000000E-04 7.75149552E-06 1.00000000E-04
-1.00000000E-04 7.75629735E-06 1.00000000E-04
-1.00000000E-04 7.76806547E-06 1.00000000E-04
-1.00000000E-04 -4.21626278E-07 1.00000000E-04
-1.00000000E-04 1.23573555E-07 1.00000000E-04
-1.00000000E-04 -9.67351084E-05 1.00000000E-04
-1.00000000E-04 5.18227512E-06 1.00000000E-04
-1.00000000E-04 6.39283381E-05 1.00000000E-04
-1.00000000E-04 2.62045879E-05 1.00000000E-04
-1.00000000E-04 -6.45530349E-08 1.00000000E-04
-1.00000000E-04 4.10115781E-07 1.00000000E-04
-1.00000000E-04 -1.58829025E-05 1.00000000E-04
-1.00000000E-04 -1.82174950E-04 1.00000000E-04
-1.00000000E-04 2.11338602E-04 1.00000000E-04
-1.00000000E-04 -7.01636201E-05 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 17 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.99936993E-04 1.00000000E-04
-1.00000000E-04 -1.45142334E-04 1.00000000E-04
-1.00000000E-04 -6.19014348E-04 1.00000000E-04
-1.00000000E-04 -9.65600711E-05 1.00000000E-04
-1.00000000E-04 -2.34481559E-04 1.00000000E-04
-1.00000000E-04 4.21626985E-04 1.00000000E-04
-1.00000000E-04 4.75400568E-06 1.00000000E-04
-1.00000000E-04 4.74675372E-06 1.00000000E-04
-1.00000000E-04 4.74143754E-06 1.00000000E-04
-1.00000000E-04 1.12760416E-06 1.00000000E-04
-1.00000000E-04 4.12004192E-07 1.00000000E-04
-1.00000000E-04 -9.10393563E-05 1.00000000E-04
-1.00000000E-04 1.17088301E-05 1.00000000E-04
-1.00000000E-04 1.42563593E-04 1.00000000E-04
-1.00000000E-04 1.09236699E-05 1.00000000E-04
-1.00000000E-04 -4.16867181E-08 1.00000000E-04
-1.00000000E-04 5.91673398E-07 1.00000000E-04
-1.00000000E-04 -6.96225192E-06 1.00000000E-04
-1.00000000E-04 -2.85392558E-04 1.00000000E-04
-1.00000000E-04 2.89370240E-04 1.00000000E-04
-1.00000000E-04 -1.16317126E-04 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 18 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.98567521E-04 1.00000000E-04
-1.00000000E-04 1.44999047E-05 1.00000000E-04
-1.00000000E-04 -1.06615082E-03 1.00000000E-04
-1.00000000E-04 -1.36985809E-05 1.00000000E-04
-1.00000000E-04 -3.21428791E-04 1.00000000E-04
-1.00000000E-04 5.91221175E-04 1.00000000E-04
-1.00000000E-04 2.70707497E-06 1.00000000E-04
-1.00000000E-04 2.68268028E-06 1.00000000E-04
-1.00000000E-04 2.66407731E-06 1.00000000E-04
-1.00000000E-04 3.03940672E-06 1.00000000E-04
-1.00000000E-04 -4.24193266E-07 1.00000000E-04
-1.00000000E-04 -2.64059907E-05 1.00000000E-04
-1.00000000E-04 5.26757740E-06 1.00000000E-04
-1.00000000E-04 2.58328824E-04 1.00000000E-04
-1.00000000E-04 -2.84828390E-07 1.00000000E-04
-1.00000000E-04 -1.36920733E-08 1.00000000E-04
-1.00000000E-04 1.11044604E-06 1.00000000E-04
-1.00000000E-04 2.19992560E-05 1.00000000E-04
-1.00000000E-04 -3.98784404E-04 1.00000000E-04
-1.00000000E-04 3.45293503E-04 1.00000000E-04
-1.00000000E-04 -1.56654472E-04 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 19 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -2.26612932E-04 1.00000000E-04
-1.00000000E-04 2.99700975E-04 1.00000000E-04
-1.00000000E-04 -1.10761429E-03 1.00000000E-04
-1.00000000E-04 2.26117795E-04 1.00000000E-04
-1.00000000E-04 -4.95779673E-04 1.00000000E-04
-1.00000000E-04 7.82642337E-04 1.00000000E-04
-1.00000000E-04 2.94772222E-06 1.00000000E-04
-1.00000000E-04 2.90170386E-06 1.00000000E-04
-1.00000000E-04 2.88029207E-06 1.00000000E-04
-1.00000000E-04 5.74710090E-06 1.00000000E-04
-1.00000000E-04 -3.49068238E-06 1.00000000E-04
-1.00000000E-04 1.35646189E-04 1.00000000E-04
-1.00000000E-04 -3.98864408E-05 1.00000000E-04
-1.00000000E-04 4.30470851E-04 1.00000000E-04
-1.00000000E-04 1.23568149E-05 1.00000000E-04
-1.00000000E-04 -3.39291262E-09 1.00000000E-04
-1.00000000E-04 2.03022242E-06 1.00000000E-04
-1.00000000E-04 7.68329416E-05 1.00000000E-04
-1.00000000E-04 -5.21063419E-04 1.00000000E-04
-1.00000000E-04 3.48755121E-04 1.00000000E-04
-1.00000000E-04 -1.80396584E-04 1.00000000E-04
$$ Lower bound violated: -1.00761429E-03 
***************************************
Constraint: dynamics_equation 	Node: 20 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -4.29625276E-04 1.00000000E-04
-1.00000000E-04 7.97148422E-04 1.00000000E-04
-1.00000000E-04 5.43585072E-05 1.00000000E-04
-1.00000000E-04 7.29594061E-04 1.00000000E-04
-1.00000000E-04 -8.39330423E-04 1.00000000E-04
-1.00000000E-04 1.00909421E-03 1.00000000E-04
-1.00000000E-04 6.35827011E-06 1.00000000E-04
-1.00000000E-04 6.28803219E-06 1.00000000E-04
-1.00000000E-04 6.27941614E-06 1.00000000E-04
-1.00000000E-04 1.07979699E-05 1.00000000E-04
-1.00000000E-04 -9.33758620E-06 1.00000000E-04
-1.00000000E-04 4.41004806E-04 1.00000000E-04
-1.00000000E-04 -1.18650945E-04 1.00000000E-04
-1.00000000E-04 6.91119106E-04 1.00000000E-04
-1.00000000E-04 9.22103412E-05 1.00000000E-04
-1.00000000E-04 -4.00743119E-08 1.00000000E-04
-1.00000000E-04 3.23076093E-06 1.00000000E-04
-1.00000000E-04 1.62418229E-04 1.00000000E-04
-1.00000000E-04 -6.60753501E-04 1.00000000E-04
-1.00000000E-04 2.51346229E-04 1.00000000E-04
-1.00000000E-04 -1.75701847E-04 1.00000000E-04
***************************************
Constraint: dynamics_equation 	Node: 21 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 -7.10542736E-15 1.00000000E-04
-1.00000000E-04 -1.95399252E-14 1.00000000E-04
-1.00000000E-04 3.55271368E-15 1.00000000E-04
-1.00000000E-04 1.11022302E-16 1.00000000E-04
-1.00000000E-04 -6.66133815E-16 1.00000000E-04
-1.00000000E-04 1.11022302E-15 1.00000000E-04
-1.00000000E-04 -3.33066907E-16 1.00000000E-04
-1.00000000E-04 2.77555756E-16 1.00000000E-04
-1.00000000E-04 3.55271368E-15 1.00000000E-04
-1.00000000E-04 -3.55271368E-15 1.00000000E-04
-1.00000000E-04 1.77635684E-15 1.00000000E-04
-1.00000000E-04 -8.88178420E-16 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 1.42108547E-14 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 2.84217094E-14 1.00000000E-04
***************************************
Constraint: h_qfixed_atlas 	Node: 1 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
***************************************
Constraint: dh_qfixed_atlas 	Node: 1 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
-1.00000000E-04 0.00000000E+00 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 1 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.16456822E-10 1.00000000E-04
-1.00000000E-04 9.36269045E-11 1.00000000E-04
-1.00000000E-04 2.25313507E-11 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 2 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 5.64035695E-11 1.00000000E-04
-1.00000000E-04 -9.54409086E-11 1.00000000E-04
-1.00000000E-04 3.92354917E-11 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 3 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -3.01637846E-12 1.00000000E-04
-1.00000000E-04 -4.98554570E-13 1.00000000E-04
-1.00000000E-04 3.66082578E-12 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 4 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -6.75416498E-11 1.00000000E-04
-1.00000000E-04 -1.73258361E-11 1.00000000E-04
-1.00000000E-04 8.55139970E-11 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 5 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -1.12559270E-10 1.00000000E-04
-1.00000000E-04 1.70058034E-10 1.00000000E-04
-1.00000000E-04 -5.77158535E-11 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 6 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -8.90258302E-13 1.00000000E-04
-1.00000000E-04 6.22716209E-12 1.00000000E-04
-1.00000000E-04 -5.21261006E-12 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 7 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -6.25681734E-11 1.00000000E-04
-1.00000000E-04 8.71132822E-11 1.00000000E-04
-1.00000000E-04 -2.44404783E-11 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 8 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 1.64248997E-10 1.00000000E-04
-1.00000000E-04 -2.79805718E-10 1.00000000E-04
-1.00000000E-04 1.16204281E-10 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 9 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 -3.30235514E-10 1.00000000E-04
-1.00000000E-04 5.02711125E-10 1.00000000E-04
-1.00000000E-04 -1.72966912E-10 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 10 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 2.43743562E-11 1.00000000E-04
-1.00000000E-04 -2.07634352E-11 1.00000000E-04
-1.00000000E-04 -3.36563520E-12 1.00000000E-04
***************************************
Constraint: ddh_qfixed_atlas 	Node: 11 
---------------------------------------
       Lower   Constraint        Upper
-1.00000000E-04 3.19446357E-11 1.00000000E-04
-1.00000000E-04 1.28653827E-11 1.00000000E-04
-1.00000000E-04 -4.50148678E-11 1.00000000E-04
***************************************
