========================================================
Phase: 1
========================================================
--------------------------------------------------------
Constraint: dynamics
--------------------------------------------------------
*************
Node: 1 
*************
          cl           yc           cu
-1.00000000E-05 8.19624738E-08 1.00000000E-05
-1.00000000E-05 -5.08591548E-06 1.00000000E-05
-1.00000000E-05 -9.46629363E-07 1.00000000E-05
-1.00000000E-05 -4.31896895E-07 1.00000000E-05
*************
Node: 20 
*************
          cl           yc           cu
-1.00000000E-05 -3.65218761E-08 1.00000000E-05
-1.00000000E-05 4.82979450E-08 1.00000000E-05
-1.00000000E-05 2.73533260E-07 1.00000000E-05
-1.00000000E-05 -7.72010744E-08 1.00000000E-05
-1.00000000E-05 1.47684351E-06 1.00000000E-05
-1.00000000E-05 2.67700472E-07 1.00000000E-05
-1.00000000E-05 6.96133850E-19 1.00000000E-05
-1.00000000E-05 6.38752300E-20 1.00000000E-05
-1.00000000E-05 -9.15881591E-19 1.00000000E-05
-1.00000000E-05 6.86347891E-08 1.00000000E-05
-1.00000000E-05 -1.00808514E-05 1.00000000E-05
-1.00000000E-05 1.03588575E-08 1.00000000E-05
-1.00000000E-05 4.75446318E-06 1.00000000E-05
-1.00000000E-05 -1.95055003E-07 1.00000000E-05
-1.00000000E-05 -7.66575081E-06 1.00000000E-05
-1.00000000E-05 5.59702689E-08 1.00000000E-05
-1.00000000E-05 2.69330744E-07 1.00000000E-05
-1.00000000E-05 1.80645117E-08 1.00000000E-05
-1.00000000E-05 -1.36724432E-06 1.00000000E-05
-1.00000000E-05 -2.62577852E-07 1.00000000E-05
-1.00000000E-05 -3.78948062E-07 1.00000000E-05
--------------------------------------------------------
Constraint: midVel
--------------------------------------------------------
*************
Node: 2 
*************
          cl           yc           cu
-1.00000000E-05 -1.35983451E-05 1.00000000E-05
-1.00000000E-05 1.17419663E-05 1.00000000E-05
-1.00000000E-05 1.06571611E-04 1.00000000E-05
-1.00000000E-05 -5.55955107E-06 1.00000000E-05
-1.00000000E-05 -2.12262816E-04 1.00000000E-05
-1.00000000E-05 -8.09182381E-05 1.00000000E-05
-1.00000000E-05 -4.69723417E-16 1.00000000E-05
-1.00000000E-05 -1.29305556E-15 1.00000000E-05
-1.00000000E-05 2.83214039E-16 1.00000000E-05
-1.00000000E-05 1.43048023E-05 1.00000000E-05
-1.00000000E-05 5.96975955E-04 1.00000000E-05
-1.00000000E-05 -9.53928428E-06 1.00000000E-05
-1.00000000E-05 1.43192720E-03 1.00000000E-05
-1.00000000E-05 8.54649904E-05 1.00000000E-05
-1.00000000E-05 -2.19712383E-03 1.00000000E-05
-1.00000000E-05 1.45585346E-05 1.00000000E-05
-1.00000000E-05 4.94360029E-04 1.00000000E-05
-1.00000000E-05 -8.63218570E-06 1.00000000E-05
-1.00000000E-05 8.49319318E-04 1.00000000E-05
-1.00000000E-05 8.08525635E-05 1.00000000E-05
-1.00000000E-05 -1.13141333E-03 1.00000000E-05
*************
Node: 4 
*************
          cl           yc           cu
-1.00000000E-05 -1.96099554E-05 1.00000000E-05
-1.00000000E-05 1.38392697E-05 1.00000000E-05
-1.00000000E-05 1.42982818E-04 1.00000000E-05
-1.00000000E-05 -4.20124020E-06 1.00000000E-05
-1.00000000E-05 -2.93103213E-04 1.00000000E-05
-1.00000000E-05 -1.10059211E-04 1.00000000E-05
-1.00000000E-05 3.87431013E-17 1.00000000E-05
-1.00000000E-05 4.26926838E-16 1.00000000E-05
-1.00000000E-05 -9.55468487E-16 1.00000000E-05
-1.00000000E-05 1.68565604E-05 1.00000000E-05
-1.00000000E-05 6.17706386E-04 1.00000000E-05
-1.00000000E-05 -1.35582654E-05 1.00000000E-05
-1.00000000E-05 1.79856959E-03 1.00000000E-05
-1.00000000E-05 1.16085435E-04 1.00000000E-05
-1.00000000E-05 -2.68124331E-03 1.00000000E-05
-1.00000000E-05 1.70642253E-05 1.00000000E-05
-1.00000000E-05 6.42894681E-04 1.00000000E-05
-1.00000000E-05 -1.22071602E-05 1.00000000E-05
-1.00000000E-05 1.11727160E-03 1.00000000E-05
-1.00000000E-05 1.09196085E-04 1.00000000E-05
-1.00000000E-05 -1.46705071E-03 1.00000000E-05
*************
Node: 6 
*************
          cl           yc           cu
-1.00000000E-05 -1.42020919E-05 1.00000000E-05
-1.00000000E-05 8.01912693E-06 1.00000000E-05
-1.00000000E-05 9.86483888E-05 1.00000000E-05
-1.00000000E-05 -1.55261225E-07 1.00000000E-05
-1.00000000E-05 -2.07776809E-04 1.00000000E-05
-1.00000000E-05 -7.72527511E-05 1.00000000E-05
-1.00000000E-05 -4.23786896E-17 1.00000000E-05
-1.00000000E-05 -4.96280559E-16 1.00000000E-05
-1.00000000E-05 3.52435916E-16 1.00000000E-05
-1.00000000E-05 9.79143920E-06 1.00000000E-05
-1.00000000E-05 2.65466244E-04 1.00000000E-05
-1.00000000E-05 -1.00782619E-05 1.00000000E-05
-1.00000000E-05 1.14595709E-03 1.00000000E-05
-1.00000000E-05 8.13771785E-05 1.00000000E-05
-1.00000000E-05 -1.63828514E-03 1.00000000E-05
-1.00000000E-05 9.80253068E-06 1.00000000E-05
-1.00000000E-05 4.28096358E-04 1.00000000E-05
-1.00000000E-05 -9.04915633E-06 1.00000000E-05
-1.00000000E-05 7.53025361E-04 1.00000000E-05
-1.00000000E-05 7.59694262E-05 1.00000000E-05
-1.00000000E-05 -9.73329772E-04 1.00000000E-05
*************
Node: 8 
*************
          cl           yc           cu
-1.00000000E-05 -7.80828135E-06 1.00000000E-05
-1.00000000E-05 3.73538393E-06 1.00000000E-05
-1.00000000E-05 5.34367781E-05 1.00000000E-05
-1.00000000E-05 1.09358665E-06 1.00000000E-05
-1.00000000E-05 -1.15600855E-04 1.00000000E-05
-1.00000000E-05 -4.27232581E-05 1.00000000E-05
-1.00000000E-05 4.57679840E-17 1.00000000E-05
-1.00000000E-05 1.30189121E-15 1.00000000E-05
-1.00000000E-05 2.97355935E-16 1.00000000E-05
-1.00000000E-05 4.58341890E-06 1.00000000E-05
-1.00000000E-05 7.28912432E-05 1.00000000E-05
-1.00000000E-05 -5.82611227E-06 1.00000000E-05
-1.00000000E-05 5.85792829E-04 1.00000000E-05
-1.00000000E-05 4.49821639E-05 1.00000000E-05
-1.00000000E-05 -8.03105734E-04 1.00000000E-05
-1.00000000E-05 4.52583819E-06 1.00000000E-05
-1.00000000E-05 2.26738211E-04 1.00000000E-05
-1.00000000E-05 -5.23232227E-06 1.00000000E-05
-1.00000000E-05 4.03165773E-04 1.00000000E-05
-1.00000000E-05 4.17400945E-05 1.00000000E-05
-1.00000000E-05 -5.14292128E-04 1.00000000E-05
*************
Node: 10 
*************
          cl           yc           cu
-1.00000000E-05 -1.70097602E-06 1.00000000E-05
-1.00000000E-05 9.57592346E-07 1.00000000E-05
-1.00000000E-05 1.04873717E-05 1.00000000E-05
-1.00000000E-05 -3.31813664E-07 1.00000000E-05
-1.00000000E-05 -2.09283614E-05 1.00000000E-05
-1.00000000E-05 -7.65272161E-06 1.00000000E-05
-1.00000000E-05 -9.76924070E-17 1.00000000E-05
-1.00000000E-05 -8.92876304E-16 1.00000000E-05
-1.00000000E-05 -1.31196335E-16 1.00000000E-05
-1.00000000E-05 1.11693918E-06 1.00000000E-05
-1.00000000E-05 5.32794319E-05 1.00000000E-05
-1.00000000E-05 -9.06624659E-07 1.00000000E-05
-1.00000000E-05 1.22773629E-04 1.00000000E-05
-1.00000000E-05 8.02970373E-06 1.00000000E-05
-1.00000000E-05 -1.88014777E-04 1.00000000E-05
-1.00000000E-05 1.16980037E-06 1.00000000E-05
-1.00000000E-05 4.50622945E-05 1.00000000E-05
-1.00000000E-05 -7.89315332E-07 1.00000000E-05
-1.00000000E-05 7.82646913E-05 1.00000000E-05
-1.00000000E-05 7.58295113E-06 1.00000000E-05
-1.00000000E-05 -1.02397478E-04 1.00000000E-05
*************
Node: 12 
*************
          cl           yc           cu
-1.00000000E-05 3.28550868E-06 1.00000000E-05
-1.00000000E-05 -3.73233179E-07 1.00000000E-05
-1.00000000E-05 -2.79336782E-05 1.00000000E-05
-1.00000000E-05 -4.23390922E-06 1.00000000E-05
-1.00000000E-05 7.28326188E-05 1.00000000E-05
-1.00000000E-05 2.70033786E-05 1.00000000E-05
-1.00000000E-05 1.90767755E-16 1.00000000E-05
-1.00000000E-05 4.97195326E-16 1.00000000E-05
-1.00000000E-05 -9.25897975E-18 1.00000000E-05
-1.00000000E-05 -7.88904839E-07 1.00000000E-05
-1.00000000E-05 2.16457761E-04 1.00000000E-05
-1.00000000E-05 4.55000552E-06 1.00000000E-05
-1.00000000E-05 -2.43922406E-04 1.00000000E-05
-1.00000000E-05 -2.85881812E-05 1.00000000E-05
-1.00000000E-05 2.03387264E-04 1.00000000E-05
-1.00000000E-05 -3.70298755E-07 1.00000000E-05
-1.00000000E-05 -1.12545736E-04 1.00000000E-05
-1.00000000E-05 4.21660702E-06 1.00000000E-05
-1.00000000E-05 -2.14044230E-04 1.00000000E-05
-1.00000000E-05 -2.56632057E-05 1.00000000E-05
-1.00000000E-05 2.53744333E-04 1.00000000E-05
*************
Node: 14 
*************
          cl           yc           cu
-1.00000000E-05 4.35337474E-06 1.00000000E-05
-1.00000000E-05 -3.64142790E-07 1.00000000E-05
-1.00000000E-05 -3.81998770E-05 1.00000000E-05
-1.00000000E-05 -6.17394815E-06 1.00000000E-05
-1.00000000E-05 1.02084587E-04 1.00000000E-05
-1.00000000E-05 3.77310938E-05 1.00000000E-05
-1.00000000E-05 -3.17989459E-17 1.00000000E-05
-1.00000000E-05 -4.14089839E-16 1.00000000E-05
-1.00000000E-05 -1.85592055E-16 1.00000000E-05
-1.00000000E-05 -9.81276526E-07 1.00000000E-05
-1.00000000E-05 3.33189280E-04 1.00000000E-05
-1.00000000E-05 6.40295150E-06 1.00000000E-05
-1.00000000E-05 -3.32923582E-04 1.00000000E-05
-1.00000000E-05 -4.00265571E-05 1.00000000E-05
-1.00000000E-05 2.57147981E-04 1.00000000E-05
-1.00000000E-05 -3.26526135E-07 1.00000000E-05
-1.00000000E-05 -1.54107222E-04 1.00000000E-05
-1.00000000E-05 5.95205564E-06 1.00000000E-05
-1.00000000E-05 -2.95676865E-04 1.00000000E-05
-1.00000000E-05 -3.58275915E-05 1.00000000E-05
-1.00000000E-05 3.47681058E-04 1.00000000E-05
*************
Node: 16 
*************
          cl           yc           cu
-1.00000000E-05 1.84817624E-06 1.00000000E-05
-1.00000000E-05 -2.27115207E-07 1.00000000E-05
-1.00000000E-05 -1.55865135E-05 1.00000000E-05
-1.00000000E-05 -2.30200595E-06 1.00000000E-05
-1.00000000E-05 4.09440892E-05 1.00000000E-05
-1.00000000E-05 1.50240577E-05 1.00000000E-05
-1.00000000E-05 2.50547848E-16 1.00000000E-05
-1.00000000E-05 6.70538480E-16 1.00000000E-05
-1.00000000E-05 3.94113976E-16 1.00000000E-05
-1.00000000E-05 -4.12487499E-07 1.00000000E-05
-1.00000000E-05 1.19095426E-04 1.00000000E-05
-1.00000000E-05 2.50220610E-06 1.00000000E-05
-1.00000000E-05 -1.36094278E-04 1.00000000E-05
-1.00000000E-05 -1.59119160E-05 1.00000000E-05
-1.00000000E-05 1.15733211E-04 1.00000000E-05
-1.00000000E-05 -2.24660714E-07 1.00000000E-05
-1.00000000E-05 -6.27716680E-05 1.00000000E-05
-1.00000000E-05 2.30890976E-06 1.00000000E-05
-1.00000000E-05 -1.19726859E-04 1.00000000E-05
-1.00000000E-05 -1.42814780E-05 1.00000000E-05
-1.00000000E-05 1.41547072E-04 1.00000000E-05
*************
Node: 18 
*************
          cl           yc           cu
-1.00000000E-05 -2.30931977E-07 1.00000000E-05
-1.00000000E-05 -1.12055732E-06 1.00000000E-05
-1.00000000E-05 1.14954409E-05 1.00000000E-05
-1.00000000E-05 5.05138415E-06 1.00000000E-05
-1.00000000E-05 -4.44525528E-05 1.00000000E-05
-1.00000000E-05 -1.68518887E-05 1.00000000E-05
-1.00000000E-05 -3.60816628E-16 1.00000000E-05
-1.00000000E-05 -7.69457397E-16 1.00000000E-05
-1.00000000E-05 -2.36752138E-16 1.00000000E-05
-1.00000000E-05 -3.46533873E-07 1.00000000E-05
-1.00000000E-05 -3.75703069E-04 1.00000000E-05
-1.00000000E-05 -3.42548464E-06 1.00000000E-05
-1.00000000E-05 8.69386878E-05 1.00000000E-05
-1.00000000E-05 1.83544627E-05 1.00000000E-05
-1.00000000E-05 9.33736027E-05 1.00000000E-05
-1.00000000E-05 -1.39152539E-06 1.00000000E-05
-1.00000000E-05 4.63456104E-05 1.00000000E-05
-1.00000000E-05 -3.36494642E-06 1.00000000E-05
-1.00000000E-05 1.03373456E-04 1.00000000E-05
-1.00000000E-05 1.56851826E-05 1.00000000E-05
-1.00000000E-05 -1.05256760E-04 1.00000000E-05
*************
Node: 20 
*************
          cl           yc           cu
-1.00000000E-05 -4.59487514E-09 1.00000000E-05
-1.00000000E-05 -3.28784899E-07 1.00000000E-05
-1.00000000E-05 3.00144430E-06 1.00000000E-05
-1.00000000E-05 1.39205840E-06 1.00000000E-05
-1.00000000E-05 -1.30672668E-05 1.00000000E-05
-1.00000000E-05 -4.69866170E-06 1.00000000E-05
-1.00000000E-05 1.31277264E-16 1.00000000E-05
-1.00000000E-05 4.35172932E-16 1.00000000E-05
-1.00000000E-05 -1.19095607E-17 1.00000000E-05
-1.00000000E-05 -6.05030398E-08 1.00000000E-05
-1.00000000E-05 -1.25774942E-04 1.00000000E-05
-1.00000000E-05 -9.11544418E-07 1.00000000E-05
-1.00000000E-05 2.74772807E-05 1.00000000E-05
-1.00000000E-05 5.24281206E-06 1.00000000E-05
-1.00000000E-05 3.03902807E-05 1.00000000E-05
-1.00000000E-05 -4.08093277E-07 1.00000000E-05
-1.00000000E-05 1.21064977E-05 1.00000000E-05
-1.00000000E-05 -8.99945254E-07 1.00000000E-05
-1.00000000E-05 2.86671968E-05 1.00000000E-05
-1.00000000E-05 4.37941675E-06 1.00000000E-05
-1.00000000E-05 -2.77037526E-05 1.00000000E-05
--------------------------------------------------------
Constraint: guard
--------------------------------------------------------
*************
Node: 21 
*************
          cl           yc           cu
0.00000000E+00 -1.34790863E-12 0.00000000E+00
--------------------------------------------------------
Constraint: qResetMap
--------------------------------------------------------
*************
Node: 21 
*************
          cl           yc           cu
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
-0.00000000E+00 0.00000000E+00 0.00000000E+00
--------------------------------------------------------
Constraint: dqResetMap
--------------------------------------------------------
*************
Node: 21 
*************
          cl           yc           cu
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
--------------------------------------------------------
Constraint: hPhaseCont
--------------------------------------------------------
--------------------------------------------------------
Constraint: y1Vel
--------------------------------------------------------
--------------------------------------------------------
Constraint: y1Acc
--------------------------------------------------------
*************
Node: 1 
*************
          cl           yc           cu
-1.00000000E-05 -1.35447209E-14 1.00000000E-05
*************
Node: 2 
*************
          cl           yc           cu
-1.00000000E-05 -9.99200722E-16 1.00000000E-05
*************
Node: 3 
*************
          cl           yc           cu
-1.00000000E-05 -5.55111512E-15 1.00000000E-05
*************
Node: 4 
*************
          cl           yc           cu
-1.00000000E-05 -3.88578059E-15 1.00000000E-05
*************
Node: 5 
*************
          cl           yc           cu
-1.00000000E-05 -3.99680289E-15 1.00000000E-05
*************
Node: 6 
*************
          cl           yc           cu
-1.00000000E-05 -3.77475828E-15 1.00000000E-05
*************
Node: 7 
*************
          cl           yc           cu
-1.00000000E-05 9.76996262E-15 1.00000000E-05
*************
Node: 8 
*************
          cl           yc           cu
-1.00000000E-05 0.00000000E+00 1.00000000E-05
*************
Node: 9 
*************
          cl           yc           cu
-1.00000000E-05 8.65973959E-15 1.00000000E-05
*************
Node: 10 
*************
          cl           yc           cu
-1.00000000E-05 7.77156117E-15 1.00000000E-05
*************
Node: 11 
*************
          cl           yc           cu
-1.00000000E-05 1.04360964E-14 1.00000000E-05
*************
Node: 12 
*************
          cl           yc           cu
-1.00000000E-05 6.21724894E-15 1.00000000E-05
*************
Node: 13 
*************
          cl           yc           cu
-1.00000000E-05 -6.43929354E-15 1.00000000E-05
*************
Node: 14 
*************
          cl           yc           cu
-1.00000000E-05 -8.21565038E-15 1.00000000E-05
*************
Node: 15 
*************
          cl           yc           cu
-1.00000000E-05 8.43769499E-15 1.00000000E-05
*************
Node: 16 
*************
          cl           yc           cu
-1.00000000E-05 1.02140518E-14 1.00000000E-05
*************
Node: 17 
*************
          cl           yc           cu
-1.00000000E-05 -5.10702591E-15 1.00000000E-05
*************
Node: 18 
*************
          cl           yc           cu
-1.00000000E-05 -1.10467191E-14 1.00000000E-05
*************
Node: 19 
*************
          cl           yc           cu
-1.00000000E-05 4.99600361E-15 1.00000000E-05
*************
Node: 20 
*************
          cl           yc           cu
-1.00000000E-05 6.16173779E-15 1.00000000E-05
*************
Node: 21 
*************
          cl           yc           cu
-1.00000000E-05 7.04991621E-15 1.00000000E-05
--------------------------------------------------------
Constraint: y2Pos
--------------------------------------------------------
*************
Node: 1 
*************
          cl           yc           cu
-1.00000000E-05 -1.32088959E-04 1.00000000E-05
-1.00000000E-05 -1.36957785E-04 1.00000000E-05
-1.00000000E-05 -1.38089296E-04 1.00000000E-05
-1.00000000E-05 -1.36651455E-04 1.00000000E-05
-1.00000000E-05 -1.38441390E-04 1.00000000E-05
-1.00000000E-05 1.30736336E-04 1.00000000E-05
--------------------------------------------------------
Constraint: y2Vel
--------------------------------------------------------
*************
Node: 1 
*************
          cl           yc           cu
-1.00000000E-05 -4.98547609E-04 1.00000000E-05
-1.00000000E-05 -4.99930377E-04 1.00000000E-05
-1.00000000E-05 -4.98564900E-04 1.00000000E-05
-1.00000000E-05 -4.98295890E-04 1.00000000E-05
-1.00000000E-05 -4.99602150E-04 1.00000000E-05
-1.00000000E-05 4.97266869E-04 1.00000000E-05
--------------------------------------------------------
Constraint: y2Acc
--------------------------------------------------------
*************
Node: 1 
*************
          cl           yc           cu
-1.00000000E-05 2.31798481E-02 1.00000000E-05
-1.00000000E-05 2.36943860E-02 1.00000000E-05
-1.00000000E-05 2.37802276E-02 1.00000000E-05
-1.00000000E-05 2.36310633E-02 1.00000000E-05
-1.00000000E-05 2.38361820E-02 1.00000000E-05
-1.00000000E-05 -2.30189709E-02 1.00000000E-05
*************
Node: 2 
*************
          cl           yc           cu
-1.00000000E-05 1.16877471E-02 1.00000000E-05
-1.00000000E-05 2.09722709E-02 1.00000000E-05
-1.00000000E-05 2.17826916E-02 1.00000000E-05
-1.00000000E-05 2.12922513E-02 1.00000000E-05
-1.00000000E-05 2.20014235E-02 1.00000000E-05
-1.00000000E-05 -4.78681081E-02 1.00000000E-05
*************
Node: 3 
*************
          cl           yc           cu
-1.00000000E-05 -3.32304477E-03 1.00000000E-05
-1.00000000E-05 1.81665612E-02 1.00000000E-05
-1.00000000E-05 2.00155108E-02 1.00000000E-05
-1.00000000E-05 1.90616014E-02 1.00000000E-05
-1.00000000E-05 2.04834666E-02 1.00000000E-05
-1.00000000E-05 -8.28407232E-02 1.00000000E-05
*************
Node: 4 
*************
          cl           yc           cu
-1.00000000E-05 3.21828476E-03 1.00000000E-05
-1.00000000E-05 1.66073800E-02 1.00000000E-05
-1.00000000E-05 1.79510754E-02 1.00000000E-05
-1.00000000E-05 1.73909263E-02 1.00000000E-05
-1.00000000E-05 1.83431679E-02 1.00000000E-05
-1.00000000E-05 -5.47593752E-02 1.00000000E-05
*************
Node: 5 
*************
          cl           yc           cu
-1.00000000E-05 -4.42640295E-03 1.00000000E-05
-1.00000000E-05 1.44209396E-02 1.00000000E-05
-1.00000000E-05 1.63223813E-02 1.00000000E-05
-1.00000000E-05 1.55989153E-02 1.00000000E-05
-1.00000000E-05 1.68772434E-02 1.00000000E-05
-1.00000000E-05 -6.84941944E-02 1.00000000E-05
*************
Node: 6 
*************
          cl           yc           cu
-1.00000000E-05 -3.54090852E-03 1.00000000E-05
-1.00000000E-05 1.27975768E-02 1.00000000E-05
-1.00000000E-05 1.46500011E-02 1.00000000E-05
-1.00000000E-05 1.40995649E-02 1.00000000E-05
-1.00000000E-05 1.52414153E-02 1.00000000E-05
-1.00000000E-05 -5.75194495E-02 1.00000000E-05
*************
Node: 7 
*************
          cl           yc           cu
-1.00000000E-05 -3.93926534E-03 1.00000000E-05
-1.00000000E-05 1.13979244E-02 1.00000000E-05
-1.00000000E-05 1.31534371E-02 1.00000000E-05
-1.00000000E-05 1.26551710E-02 1.00000000E-05
-1.00000000E-05 1.37240059E-02 1.00000000E-05
-1.00000000E-05 -5.30477104E-02 1.00000000E-05
*************
Node: 8 
*************
          cl           yc           cu
-1.00000000E-05 -8.59348087E-03 1.00000000E-05
-1.00000000E-05 9.52696406E-03 1.00000000E-05
-1.00000000E-05 1.18104738E-02 1.00000000E-05
-1.00000000E-05 1.13338748E-02 1.00000000E-05
-1.00000000E-05 1.26033926E-02 1.00000000E-05
-1.00000000E-05 -5.65141133E-02 1.00000000E-05
*************
Node: 9 
*************
          cl           yc           cu
-1.00000000E-05 -2.13177184E-03 1.00000000E-05
-1.00000000E-05 9.02592056E-03 1.00000000E-05
-1.00000000E-05 1.04460222E-02 1.00000000E-05
-1.00000000E-05 1.01484614E-02 1.00000000E-05
-1.00000000E-05 1.09520401E-02 1.00000000E-05
-1.00000000E-05 -3.74093203E-02 1.00000000E-05
*************
Node: 10 
*************
          cl           yc           cu
-1.00000000E-05 -1.20184257E-02 1.00000000E-05
-1.00000000E-05 6.77069100E-03 1.00000000E-05
-1.00000000E-05 9.37351313E-03 1.00000000E-05
-1.00000000E-05 9.01773783E-03 1.00000000E-05
-1.00000000E-05 1.03505546E-02 1.00000000E-05
-1.00000000E-05 -5.23003352E-02 1.00000000E-05
*************
Node: 11 
*************
          cl           yc           cu
-1.00000000E-05 7.03774576E-04 1.00000000E-05
-1.00000000E-05 7.23381622E-03 1.00000000E-05
-1.00000000E-05 8.14600273E-03 1.00000000E-05
-1.00000000E-05 8.00622801E-03 1.00000000E-05
-1.00000000E-05 8.50079318E-03 1.00000000E-05
-1.00000000E-05 -2.25211685E-02 1.00000000E-05
*************
Node: 12 
*************
          cl           yc           cu
-1.00000000E-05 -1.39527502E-02 1.00000000E-05
-1.00000000E-05 4.49726525E-03 1.00000000E-05
-1.00000000E-05 7.28870911E-03 1.00000000E-05
-1.00000000E-05 7.08270281E-03 1.00000000E-05
-1.00000000E-05 8.41660353E-03 1.00000000E-05
-1.00000000E-05 -4.55713250E-02 1.00000000E-05
*************
Node: 13 
*************
          cl           yc           cu
-1.00000000E-05 4.26413519E-03 1.00000000E-05
-1.00000000E-05 5.95227448E-03 1.00000000E-05
-1.00000000E-05 6.20652058E-03 1.00000000E-05
-1.00000000E-05 6.16455363E-03 1.00000000E-05
-1.00000000E-05 6.31921470E-03 1.00000000E-05
-1.00000000E-05 -9.32432147E-03 1.00000000E-05
*************
Node: 14 
*************
          cl           yc           cu
-1.00000000E-05 -1.45764266E-02 1.00000000E-05
-1.00000000E-05 2.67057431E-03 1.00000000E-05
-1.00000000E-05 5.51296024E-03 1.00000000E-05
-1.00000000E-05 5.46750375E-03 1.00000000E-05
-1.00000000E-05 6.74573998E-03 1.00000000E-05
-1.00000000E-05 -3.71094532E-02 1.00000000E-05
*************
Node: 15 
*************
          cl           yc           cu
-1.00000000E-05 1.30827652E-03 1.00000000E-05
-1.00000000E-05 4.13319545E-03 1.00000000E-05
-1.00000000E-05 4.62975756E-03 1.00000000E-05
-1.00000000E-05 4.62845552E-03 1.00000000E-05
-1.00000000E-05 4.86395809E-03 1.00000000E-05
-1.00000000E-05 -8.97135547E-03 1.00000000E-05
*************
Node: 16 
*************
          cl           yc           cu
-1.00000000E-05 -1.40995059E-02 1.00000000E-05
-1.00000000E-05 1.25161298E-03 1.00000000E-05
-1.00000000E-05 4.00937551E-03 1.00000000E-05
-1.00000000E-05 4.11760098E-03 1.00000000E-05
-1.00000000E-05 5.29112805E-03 1.00000000E-05
-1.00000000E-05 -2.77463853E-02 1.00000000E-05
*************
Node: 17 
*************
          cl           yc           cu
-1.00000000E-05 -3.61544931E-03 1.00000000E-05
-1.00000000E-05 2.18631704E-03 1.00000000E-05
-1.00000000E-05 3.30871773E-03 1.00000000E-05
-1.00000000E-05 3.39624552E-03 1.00000000E-05
-1.00000000E-05 3.86393932E-03 1.00000000E-05
-1.00000000E-05 -1.05875910E-02 1.00000000E-05
*************
Node: 18 
*************
          cl           yc           cu
-1.00000000E-05 -1.27512168E-02 1.00000000E-05
-1.00000000E-05 1.99929066E-04 1.00000000E-05
-1.00000000E-05 2.74632079E-03 1.00000000E-05
-1.00000000E-05 2.98474308E-03 1.00000000E-05
-1.00000000E-05 4.01355777E-03 1.00000000E-05
-1.00000000E-05 -1.83296717E-02 1.00000000E-05
*************
Node: 19 
*************
          cl           yc           cu
-1.00000000E-05 -7.01592445E-03 1.00000000E-05
-1.00000000E-05 5.66060188E-04 1.00000000E-05
-1.00000000E-05 2.18412704E-03 1.00000000E-05
-1.00000000E-05 2.40630071E-03 1.00000000E-05
-1.00000000E-05 3.03680689E-03 1.00000000E-05
-1.00000000E-05 -8.67938228E-03 1.00000000E-05
*************
Node: 20 
*************
          cl           yc           cu
-1.00000000E-05 -1.07708402E-02 1.00000000E-05
-1.00000000E-05 -5.25190385E-04 1.00000000E-05
-1.00000000E-05 1.69659277E-03 1.00000000E-05
-1.00000000E-05 2.02654971E-03 1.00000000E-05
-1.00000000E-05 2.88028496E-03 1.00000000E-05
-1.00000000E-05 -9.69500104E-03 1.00000000E-05
*************
Node: 21 
*************
          cl           yc           cu
-1.00000000E-05 1.29292222E-03 1.00000000E-05
