*************
Phase: 1 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 3.16182964E-03 1.00000000E+00
*************
Phase: 1 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
-1.00000000E+04 8.57755475E+01 1.00000000E+04
-1.00000000E+04 1.36009366E+02 1.00000000E+04
-1.00000000E+04 -2.29064838E+01 1.00000000E+04
-1.00000000E+04 2.80933212E+01 1.00000000E+04
-1.00000000E+04 9.08148219E-01 1.00000000E+04
-1.00000000E+04 -1.72000359E+01 1.00000000E+04
-1.00000000E+04 -6.17132858E-02 1.00000000E+04
-1.00000000E+04 -1.75531646E+00 1.00000000E+04
-1.00000000E+04 -2.91688427E+01 1.00000000E+04
-1.00000000E+04 2.70619592E+01 1.00000000E+04
-1.00000000E+04 -5.96325296E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 8 
*************
          lb           xc           ub
-1.00000000E+04 -1.43198042E+02 1.00000000E+04
-1.00000000E+04 2.48992415E+01 1.00000000E+04
-1.00000000E+04 1.09964838E+03 1.00000000E+04
-1.00000000E+04 8.61067448E+01 1.00000000E+04
-1.00000000E+04 1.47709368E+02 1.00000000E+04
-1.00000000E+04 -2.39603805E+01 1.00000000E+04
-1.00000000E+04 2.31094628E+01 1.00000000E+04
-1.00000000E+04 8.16247773E-01 1.00000000E+04
-1.00000000E+04 -1.50414724E+01 1.00000000E+04
-1.00000000E+04 -5.34180342E-02 1.00000000E+04
-1.00000000E+04 -1.71331864E+00 1.00000000E+04
-1.00000000E+04 -2.81280360E+01 1.00000000E+04
-1.00000000E+04 2.82546809E+01 1.00000000E+04
-1.00000000E+04 -7.01382846E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 9 
*************
          lb           xc           ub
-1.00000000E+04 -1.36816553E+02 1.00000000E+04
-1.00000000E+04 2.38021727E+01 1.00000000E+04
-1.00000000E+04 1.08465506E+03 1.00000000E+04
-1.00000000E+04 8.57067883E+01 1.00000000E+04
-1.00000000E+04 1.48839655E+02 1.00000000E+04
-1.00000000E+04 -2.40385674E+01 1.00000000E+04
-1.00000000E+04 1.96425111E+01 1.00000000E+04
-1.00000000E+04 7.90869101E-01 1.00000000E+04
-1.00000000E+04 -1.35376129E+01 1.00000000E+04
-1.00000000E+04 -5.02130704E-02 1.00000000E+04
-1.00000000E+04 -1.67496365E+00 1.00000000E+04
-1.00000000E+04 -2.76199171E+01 1.00000000E+04
-1.00000000E+04 2.79124011E+01 1.00000000E+04
-1.00000000E+04 -7.49430236E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 10 
*************
          lb           xc           ub
-1.00000000E+04 -1.29780984E+02 1.00000000E+04
-1.00000000E+04 2.26896357E+01 1.00000000E+04
-1.00000000E+04 1.06941431E+03 1.00000000E+04
-1.00000000E+04 8.53545613E+01 1.00000000E+04
-1.00000000E+04 1.50424097E+02 1.00000000E+04
-1.00000000E+04 -2.41923953E+01 1.00000000E+04
-1.00000000E+04 1.64910579E+01 1.00000000E+04
-1.00000000E+04 7.71880385E-01 1.00000000E+04
-1.00000000E+04 -1.21681465E+01 1.00000000E+04
-1.00000000E+04 -4.75315881E-02 1.00000000E+04
-1.00000000E+04 -1.63680651E+00 1.00000000E+04
-1.00000000E+04 -2.70990385E+01 1.00000000E+04
-1.00000000E+04 2.76319074E+01 1.00000000E+04
-1.00000000E+04 -7.98110474E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 11 
*************
          lb           xc           ub
-1.00000000E+04 -1.25284521E+02 1.00000000E+04
-1.00000000E+04 2.19839828E+01 1.00000000E+04
-1.00000000E+04 1.06450662E+03 1.00000000E+04
-1.00000000E+04 8.55934568E+01 1.00000000E+04
-1.00000000E+04 1.53573765E+02 1.00000000E+04
-1.00000000E+04 -2.44962860E+01 1.00000000E+04
-1.00000000E+04 1.58004362E+01 1.00000000E+04
-1.00000000E+04 8.12612135E-01 1.00000000E+04
-1.00000000E+04 -1.18811332E+01 1.00000000E+04
-1.00000000E+04 -4.94306983E-02 1.00000000E+04
-1.00000000E+04 -1.63159131E+00 1.00000000E+04
-1.00000000E+04 -2.69100361E+01 1.00000000E+04
-1.00000000E+04 2.79574577E+01 1.00000000E+04
-1.00000000E+04 -8.17610909E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 12 
*************
          lb           xc           ub
-1.00000000E+04 -1.20994835E+02 1.00000000E+04
-1.00000000E+04 2.12880293E+01 1.00000000E+04
-1.00000000E+04 1.05670717E+03 1.00000000E+04
-1.00000000E+04 8.55547022E+01 1.00000000E+04
-1.00000000E+04 1.55186986E+02 1.00000000E+04
-1.00000000E+04 -2.46540195E+01 1.00000000E+04
-1.00000000E+04 1.44295711E+01 1.00000000E+04
-1.00000000E+04 8.36520676E-01 1.00000000E+04
-1.00000000E+04 -1.12870302E+01 1.00000000E+04
-1.00000000E+04 -5.01258020E-02 1.00000000E+04
-1.00000000E+04 -1.61272716E+00 1.00000000E+04
-1.00000000E+04 -2.66345678E+01 1.00000000E+04
-1.00000000E+04 2.79219287E+01 1.00000000E+04
-1.00000000E+04 -8.43921827E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 13 
*************
          lb           xc           ub
-1.00000000E+04 -1.18736365E+02 1.00000000E+04
-1.00000000E+04 2.08856371E+01 1.00000000E+04
-1.00000000E+04 1.05668084E+03 1.00000000E+04
-1.00000000E+04 8.59506939E+01 1.00000000E+04
-1.00000000E+04 1.57917097E+02 1.00000000E+04
-1.00000000E+04 -2.49018906E+01 1.00000000E+04
-1.00000000E+04 1.47753390E+01 1.00000000E+04
-1.00000000E+04 9.01050535E-01 1.00000000E+04
-1.00000000E+04 -1.14482043E+01 1.00000000E+04
-1.00000000E+04 -5.39469965E-02 1.00000000E+04
-1.00000000E+04 -1.61831045E+00 1.00000000E+04
-1.00000000E+04 -2.66109721E+01 1.00000000E+04
-1.00000000E+04 2.83589908E+01 1.00000000E+04
-1.00000000E+04 -8.48281838E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 14 
*************
          lb           xc           ub
-1.00000000E+04 -1.15837117E+02 1.00000000E+04
-1.00000000E+04 2.04177337E+01 1.00000000E+04
-1.00000000E+04 1.05519835E+03 1.00000000E+04
-1.00000000E+04 8.62954783E+01 1.00000000E+04
-1.00000000E+04 1.60671604E+02 1.00000000E+04
-1.00000000E+04 -2.51570399E+01 1.00000000E+04
-1.00000000E+04 1.48897465E+01 1.00000000E+04
-1.00000000E+04 9.55223626E-01 1.00000000E+04
-1.00000000E+04 -1.15063329E+01 1.00000000E+04
-1.00000000E+04 -5.70641654E-02 1.00000000E+04
-1.00000000E+04 -1.62063977E+00 1.00000000E+04
-1.00000000E+04 -2.65365291E+01 1.00000000E+04
-1.00000000E+04 2.87530747E+01 1.00000000E+04
-1.00000000E+04 -8.57008237E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 15 
*************
          lb           xc           ub
-1.00000000E+04 -1.15803491E+02 1.00000000E+04
-1.00000000E+04 2.02772935E+01 1.00000000E+04
-1.00000000E+04 1.05640479E+03 1.00000000E+04
-1.00000000E+04 8.64944882E+01 1.00000000E+04
-1.00000000E+04 1.61455412E+02 1.00000000E+04
-1.00000000E+04 -2.52174757E+01 1.00000000E+04
-1.00000000E+04 1.51516611E+01 1.00000000E+04
-1.00000000E+04 1.01556320E+00 1.00000000E+04
-1.00000000E+04 -1.16272912E+01 1.00000000E+04
-1.00000000E+04 -6.06730558E-02 1.00000000E+04
-1.00000000E+04 -1.62409290E+00 1.00000000E+04
-1.00000000E+04 -2.65754954E+01 1.00000000E+04
-1.00000000E+04 2.88963210E+01 1.00000000E+04
-1.00000000E+04 -8.55122465E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 16 
*************
          lb           xc           ub
-1.00000000E+04 -1.14122585E+02 1.00000000E+04
-1.00000000E+04 1.99681274E+01 1.00000000E+04
-1.00000000E+04 1.05694093E+03 1.00000000E+04
-1.00000000E+04 8.68402966E+01 1.00000000E+04
-1.00000000E+04 1.63695126E+02 1.00000000E+04
-1.00000000E+04 -2.54252802E+01 1.00000000E+04
-1.00000000E+04 1.55308372E+01 1.00000000E+04
-1.00000000E+04 1.07081939E+00 1.00000000E+04
-1.00000000E+04 -1.18032072E+01 1.00000000E+04
-1.00000000E+04 -6.39790663E-02 1.00000000E+04
-1.00000000E+04 -1.63182217E+00 1.00000000E+04
-1.00000000E+04 -2.65762745E+01 1.00000000E+04
-1.00000000E+04 2.92703264E+01 1.00000000E+04
-1.00000000E+04 -8.56987906E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 17 
*************
          lb           xc           ub
-1.00000000E+04 -1.17564472E+02 1.00000000E+04
-1.00000000E+04 2.02207894E+01 1.00000000E+04
-1.00000000E+04 1.05674923E+03 1.00000000E+04
-1.00000000E+04 8.64030679E+01 1.00000000E+04
-1.00000000E+04 1.60032838E+02 1.00000000E+04
-1.00000000E+04 -2.50765176E+01 1.00000000E+04
-1.00000000E+04 1.46740934E+01 1.00000000E+04
-1.00000000E+04 1.10425713E+00 1.00000000E+04
-1.00000000E+04 -1.14301210E+01 1.00000000E+04
-1.00000000E+04 -6.56325074E-02 1.00000000E+04
-1.00000000E+04 -1.61887920E+00 1.00000000E+04
-1.00000000E+04 -2.66176790E+01 1.00000000E+04
-1.00000000E+04 2.85794679E+01 1.00000000E+04
-1.00000000E+04 -8.53421180E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 18 
*************
          lb           xc           ub
-1.00000000E+04 -1.17578659E+02 1.00000000E+04
-1.00000000E+04 2.01216911E+01 1.00000000E+04
-1.00000000E+04 1.05788114E+03 1.00000000E+04
-1.00000000E+04 8.65216193E+01 1.00000000E+04
-1.00000000E+04 1.60648363E+02 1.00000000E+04
-1.00000000E+04 -2.51483363E+01 1.00000000E+04
-1.00000000E+04 1.47360678E+01 1.00000000E+04
-1.00000000E+04 1.14930075E+00 1.00000000E+04
-1.00000000E+04 -1.14720707E+01 1.00000000E+04
-1.00000000E+04 -6.81987231E-02 1.00000000E+04
-1.00000000E+04 -1.62552236E+00 1.00000000E+04
-1.00000000E+04 -2.66630610E+01 1.00000000E+04
-1.00000000E+04 2.86831137E+01 1.00000000E+04
-1.00000000E+04 -8.50769202E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 19 
*************
          lb           xc           ub
-1.00000000E+04 -1.28722262E+02 1.00000000E+04
-1.00000000E+04 2.12824774E+01 1.00000000E+04
-1.00000000E+04 1.05797094E+03 1.00000000E+04
-1.00000000E+04 8.49868614E+01 1.00000000E+04
-1.00000000E+04 1.48708748E+02 1.00000000E+04
-1.00000000E+04 -2.40380622E+01 1.00000000E+04
-1.00000000E+04 1.22565543E+01 1.00000000E+04
-1.00000000E+04 1.15223093E+00 1.00000000E+04
-1.00000000E+04 -1.03846985E+01 1.00000000E+04
-1.00000000E+04 -6.75572559E-02 1.00000000E+04
-1.00000000E+04 -1.58944982E+00 1.00000000E+04
-1.00000000E+04 -2.68123112E+01 1.00000000E+04
-1.00000000E+04 2.65457127E+01 1.00000000E+04
-1.00000000E+04 -8.35051736E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 20 
*************
          lb           xc           ub
-1.00000000E+04 -1.32725487E+02 1.00000000E+04
-1.00000000E+04 2.17700654E+01 1.00000000E+04
-1.00000000E+04 1.05009619E+03 1.00000000E+04
-1.00000000E+04 8.28680527E+01 1.00000000E+04
-1.00000000E+04 1.41823606E+02 1.00000000E+04
-1.00000000E+04 -2.37856574E+01 1.00000000E+04
-1.00000000E+04 5.75184745E+00 1.00000000E+04
-1.00000000E+04 1.08925308E+00 1.00000000E+04
-1.00000000E+04 -7.70312129E+00 1.00000000E+04
-1.00000000E+04 -5.99035730E-02 1.00000000E+04
-1.00000000E+04 -1.58204683E+00 1.00000000E+04
-1.00000000E+04 -2.68041387E+01 1.00000000E+04
-1.00000000E+04 2.49390143E+01 1.00000000E+04
-1.00000000E+04 -8.34035282E+00 1.00000000E+04
*************
Phase: 1 	Variable: Fe 	Node: 21 
*************
          lb           xc           ub
-1.00000000E+04 -1.89008565E+02 1.00000000E+04
-1.00000000E+04 2.81896099E+01 1.00000000E+04
-1.00000000E+04 1.04077313E+03 1.00000000E+04
-1.00000000E+04 7.34391659E+01 1.00000000E+04
-1.00000000E+04 7.80079281E+01 1.00000000E+04
-1.00000000E+04 -1.79509772E+01 1.00000000E+04
-1.00000000E+04 -1.20368218E+01 1.00000000E+04
-1.00000000E+04 8.41783228E-01 1.00000000E+04
-1.00000000E+04 -4.49915551E-08 1.00000000E+04
-1.00000000E+04 -3.81257654E-02 1.00000000E+04
-1.00000000E+04 -1.38044603E+00 1.00000000E+04
-1.00000000E+04 -2.73593953E+01 1.00000000E+04
-1.00000000E+04 1.35624480E+01 1.00000000E+04
-1.00000000E+04 -7.65030796E+00 1.00000000E+04
*************
Phase: 1 	Variable: P 	Node: 1 
*************
          lb           xc           ub
1.00000000E-01 1.00333099E-01 4.00000000E-01
-4.00000000E-01 -1.00669842E-01 -1.00000000E-01
*************
Phase: 1 	Variable: V 	Node: 1 
*************
          lb           xc           ub
4.00000000E-01 4.01051929E-01 9.00000000E-01
*************
Phase: 1 	Variable: A 	Node: 1 
*************
          lb           xc           ub
-1.00000000E+02 5.59630007E+00 1.00000000E+02
-1.00000000E+02 -2.26264776E+01 1.00000000E+02
-1.00000000E+02 2.39262579E+01 1.00000000E+02
-1.00000000E+02 -1.16119654E+01 1.00000000E+02
-1.00000000E+02 1.12851493E+00 1.00000000E+02
-1.00000000E+02 -1.96058725E-01 1.00000000E+02
-1.00000000E+02 1.59108921E-01 1.00000000E+02
-1.00000000E+02 -1.40685782E+01 1.00000000E+02
-1.00000000E+02 6.14154558E+00 1.00000000E+02
-1.00000000E+02 -2.66862096E+00 1.00000000E+02
-1.00000000E+02 1.63565049E-01 1.00000000E+02
-1.00000000E+02 -6.84162130E-01 1.00000000E+02
-1.00000000E+02 -8.14317797E-01 1.00000000E+02
-1.00000000E+02 -9.04280315E-01 1.00000000E+02
-1.00000000E+02 1.27375863E+00 1.00000000E+02
-1.00000000E+02 -6.69177073E-01 1.00000000E+02
-1.00000000E+02 4.90898925E-01 1.00000000E+02
-1.00000000E+02 -1.50623664E-01 1.00000000E+02
-1.00000000E+02 7.87836252E-02 1.00000000E+02
-1.00000000E+02 3.16354573E-02 1.00000000E+02
-1.00000000E+02 4.77464790E-02 1.00000000E+02
-1.00000000E+02 2.60025168E+00 1.00000000E+02
-1.00000000E+02 -2.07072599E+00 1.00000000E+02
-1.00000000E+02 1.48226944E+00 1.00000000E+02
-1.00000000E+02 -5.78862110E-01 1.00000000E+02
-1.00000000E+02 -7.42192529E-03 1.00000000E+02
-1.00000000E+02 -8.61158041E-02 1.00000000E+02
-1.00000000E+02 -7.48471529E-02 1.00000000E+02
-1.00000000E+02 7.45642409E+00 1.00000000E+02
-1.00000000E+02 -6.68517270E+00 1.00000000E+02
-1.00000000E+02 4.33126279E+00 1.00000000E+02
-1.00000000E+02 -1.59585571E+00 1.00000000E+02
-1.00000000E+02 1.90774875E-02 1.00000000E+02
-1.00000000E+02 8.46721689E-02 1.00000000E+02
-1.00000000E+02 6.33201276E-02 1.00000000E+02
-1.00000000E+02 -4.33536985E+01 1.00000000E+02
-1.00000000E+02 1.39552237E+01 1.00000000E+02
-1.00000000E+02 3.53059904E+00 1.00000000E+02
-1.00000000E+02 -6.25821761E+00 1.00000000E+02
-1.00000000E+02 3.85606083E+00 1.00000000E+02
-1.00000000E+02 1.84732884E+00 1.00000000E+02
-1.00000000E+02 2.22389997E+00 1.00000000E+02
*************
Phase: 1 	Variable: H 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
-5.00000000E-01 -4.06275486E-01 -3.50000000E-01
1.70000000E-01 2.49805895E-01 2.50000000E-01
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
0.00000000E+00 0.00000000E+00 0.00000000E+00
*************
Phase: 2 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 4.86707826E-01 1.00000000E+00
*************
Phase: 2 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
-6.00000000E-01 -2.09818271E-01 3.00000000E-01
-2.00000000E-01 1.34915925E-01 2.00000000E-01
7.00000000E-01 8.96868322E-01 9.00000000E-01
-5.00000000E-02 3.83214867E-02 5.00000000E-02
-5.00000000E-01 -4.03111945E-01 5.00000000E-01
-5.00000000E-02 2.10046266E-02 5.00000000E-02
-6.98132000E-01 1.18648213E-04 6.98132000E-01
-2.62000000E-01 6.40215535E-05 5.24000000E-01
-6.63225000E-01 -9.16794670E-07 6.63225000E-01
-8.00000000E-01 -5.64760843E-02 8.00000000E-01
-1.30000000E+00 5.05843266E-01 1.00000000E+00
-5.23599000E-01 -2.44915441E-02 5.23599000E-01
-1.72072000E+00 5.23975900E-01 5.24821000E-01
-1.74533000E-01 -8.64841523E-02 1.22173000E+00
0.00000000E+00 5.85474975E-01 2.38569000E+00
-8.00000000E-01 5.68879456E-02 8.00000000E-01
-1.30000000E+00 -1.63650352E-01 1.00000000E+00
-5.23599000E-01 -8.67306791E-02 5.23599000E-01
-1.72072000E+00 1.47652816E-01 5.24821000E-01
-1.22173000E+00 1.70663719E-02 1.74533000E-01
0.00000000E+00 4.37093364E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 2 
*************
          lb           xc           ub
-6.00000000E-01 -2.03720980E-01 3.00000000E-01
-2.00000000E-01 1.33903063E-01 2.00000000E-01
7.00000000E-01 8.97026947E-01 9.00000000E-01
-5.00000000E-02 3.81861198E-02 5.00000000E-02
-5.00000000E-01 -3.87540194E-01 5.00000000E-01
-5.00000000E-02 1.16760297E-02 5.00000000E-02
-6.98132000E-01 1.61812836E-04 6.98132000E-01
-2.62000000E-01 9.90377755E-05 5.24000000E-01
-6.63225000E-01 -1.47447627E-06 6.63225000E-01
-8.00000000E-01 -6.01034863E-02 8.00000000E-01
-1.30000000E+00 5.10389614E-01 1.00000000E+00
-5.23599000E-01 -2.35573889E-02 5.23599000E-01
-1.72072000E+00 5.05622425E-01 5.24821000E-01
-1.74533000E-01 -8.65438940E-02 1.22173000E+00
0.00000000E+00 6.08612247E-01 2.38569000E+00
-8.00000000E-01 5.58767210E-02 8.00000000E-01
-1.30000000E+00 -1.28924136E-01 1.00000000E+00
-5.23599000E-01 -8.27347302E-02 5.23599000E-01
-1.72072000E+00 1.45689318E-01 5.24821000E-01
-1.22173000E+00 2.12831347E-02 1.74533000E-01
0.00000000E+00 4.46856357E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 3 
*************
          lb           xc           ub
-6.00000000E-01 -1.97374079E-01 3.00000000E-01
-2.00000000E-01 1.32828771E-01 2.00000000E-01
7.00000000E-01 8.97712734E-01 9.00000000E-01
-5.00000000E-02 3.69716456E-02 5.00000000E-02
-5.00000000E-01 -3.88922033E-01 5.00000000E-01
-5.00000000E-02 1.10234554E-02 5.00000000E-02
-6.98132000E-01 1.76417141E-04 6.98132000E-01
-2.62000000E-01 1.25266354E-04 5.24000000E-01
-6.63225000E-01 -9.37353274E-06 6.63225000E-01
-8.00000000E-01 -3.46157208E-02 8.00000000E-01
-1.30000000E+00 4.77080562E-01 1.00000000E+00
-5.23599000E-01 -2.23462122E-02 5.23599000E-01
-1.72072000E+00 4.80841062E-01 5.24821000E-01
-1.74533000E-01 -8.46118736E-02 1.22173000E+00
0.00000000E+00 6.33095722E-01 2.38569000E+00
-8.00000000E-01 5.47647472E-02 8.00000000E-01
-1.30000000E+00 -8.95134116E-02 1.00000000E+00
-5.23599000E-01 -7.78398747E-02 5.23599000E-01
-1.72072000E+00 1.51049932E-01 5.24821000E-01
-1.22173000E+00 2.44840109E-02 1.74533000E-01
0.00000000E+00 4.43808473E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 4 
*************
          lb           xc           ub
-6.00000000E-01 -1.90855807E-01 3.00000000E-01
-2.00000000E-01 1.31709567E-01 2.00000000E-01
7.00000000E-01 8.98583142E-01 9.00000000E-01
-5.00000000E-02 3.39595858E-02 5.00000000E-02
-5.00000000E-01 -3.90833168E-01 5.00000000E-01
-5.00000000E-02 7.35096247E-03 5.00000000E-02
-6.98132000E-01 2.08430564E-04 6.98132000E-01
-2.62000000E-01 1.70209151E-04 5.24000000E-01
-6.63225000E-01 -1.28999842E-05 6.63225000E-01
-8.00000000E-01 -7.97371090E-03 8.00000000E-01
-1.30000000E+00 4.06666691E-01 1.00000000E+00
-5.23599000E-01 -2.08412434E-02 5.23599000E-01
-1.72072000E+00 4.48920883E-01 5.24821000E-01
-1.74533000E-01 -8.55978434E-02 1.22173000E+00
0.00000000E+00 6.63441016E-01 2.38569000E+00
-8.00000000E-01 5.45321388E-02 8.00000000E-01
-1.30000000E+00 -8.00463822E-02 1.00000000E+00
-5.23599000E-01 -7.15538974E-02 5.23599000E-01
-1.72072000E+00 1.63770490E-01 5.24821000E-01
-1.22173000E+00 2.64321791E-02 1.74533000E-01
0.00000000E+00 4.30870347E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 5 
*************
          lb           xc           ub
-6.00000000E-01 -1.84178959E-01 3.00000000E-01
-2.00000000E-01 1.30572038E-01 2.00000000E-01
7.00000000E-01 8.99056100E-01 9.00000000E-01
-5.00000000E-02 2.98932716E-02 5.00000000E-02
-5.00000000E-01 -3.93258945E-01 5.00000000E-01
-5.00000000E-02 5.34785375E-03 5.00000000E-02
-6.98132000E-01 2.02346007E-04 6.98132000E-01
-2.62000000E-01 1.63172264E-04 5.24000000E-01
-6.63225000E-01 -2.55504888E-05 6.63225000E-01
-8.00000000E-01 2.00027326E-02 8.00000000E-01
-1.30000000E+00 3.14633611E-01 1.00000000E+00
-5.23599000E-01 -1.94812408E-02 5.23599000E-01
-1.72072000E+00 4.09641743E-01 5.24821000E-01
-1.74533000E-01 -8.60462241E-02 1.22173000E+00
0.00000000E+00 7.02799741E-01 2.38569000E+00
-8.00000000E-01 5.43432210E-02 8.00000000E-01
-1.30000000E+00 -6.84735498E-02 1.00000000E+00
-5.23599000E-01 -6.46451742E-02 5.23599000E-01
-1.72072000E+00 1.81273991E-01 5.24821000E-01
-1.22173000E+00 2.73966167E-02 1.74533000E-01
0.00000000E+00 4.13039019E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 6 
*************
          lb           xc           ub
-6.00000000E-01 -1.77401554E-01 3.00000000E-01
-2.00000000E-01 1.29435857E-01 2.00000000E-01
7.00000000E-01 8.99457298E-01 9.00000000E-01
-5.00000000E-02 2.49016648E-02 5.00000000E-02
-5.00000000E-01 -3.95127107E-01 5.00000000E-01
-5.00000000E-02 3.60362316E-03 5.00000000E-02
-6.98132000E-01 2.10282250E-04 6.98132000E-01
-2.62000000E-01 1.77802537E-04 5.24000000E-01
-6.63225000E-01 -3.59325878E-05 6.63225000E-01
-8.00000000E-01 4.73317249E-02 8.00000000E-01
-1.30000000E+00 2.11123275E-01 1.00000000E+00
-5.23599000E-01 -1.84013707E-02 5.23599000E-01
-1.72072000E+00 3.63057967E-01 5.24821000E-01
-1.74533000E-01 -8.56246629E-02 1.22173000E+00
0.00000000E+00 7.54798695E-01 2.38569000E+00
-8.00000000E-01 5.55516940E-02 8.00000000E-01
-1.30000000E+00 -5.63804693E-02 1.00000000E+00
-5.23599000E-01 -5.56417510E-02 5.23599000E-01
-1.72072000E+00 1.91291835E-01 5.24821000E-01
-1.22173000E+00 3.76454504E-02 1.74533000E-01
0.00000000E+00 3.93531285E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 7 
*************
          lb           xc           ub
-6.00000000E-01 -1.70532401E-01 3.00000000E-01
-2.00000000E-01 1.28340508E-01 2.00000000E-01
7.00000000E-01 8.99289828E-01 9.00000000E-01
-5.00000000E-02 1.97172453E-02 5.00000000E-02
-5.00000000E-01 -3.94261986E-01 5.00000000E-01
-5.00000000E-02 2.28396509E-03 5.00000000E-02
-6.98132000E-01 2.14386390E-04 6.98132000E-01
-2.62000000E-01 1.83551862E-04 5.24000000E-01
-6.63225000E-01 -4.31822286E-05 6.63225000E-01
-8.00000000E-01 7.76999698E-02 8.00000000E-01
-1.30000000E+00 1.16263446E-01 1.00000000E+00
-5.23599000E-01 -1.75740346E-02 5.23599000E-01
-1.72072000E+00 3.09582762E-01 5.24821000E-01
-1.74533000E-01 -8.42346310E-02 1.22173000E+00
0.00000000E+00 8.20631898E-01 2.38569000E+00
-8.00000000E-01 5.67489007E-02 8.00000000E-01
-1.30000000E+00 -4.64552564E-02 1.00000000E+00
-5.23599000E-01 -4.67039723E-02 5.23599000E-01
-1.72072000E+00 2.17536639E-01 5.24821000E-01
-1.22173000E+00 4.78457949E-02 1.74533000E-01
0.00000000E+00 3.79163374E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 8 
*************
          lb           xc           ub
-6.00000000E-01 -1.63583047E-01 3.00000000E-01
-2.00000000E-01 1.27309678E-01 2.00000000E-01
7.00000000E-01 8.98791911E-01 9.00000000E-01
-5.00000000E-02 1.49055381E-02 5.00000000E-02
-5.00000000E-01 -3.69277438E-01 5.00000000E-01
-5.00000000E-02 1.98770434E-04 5.00000000E-02
-6.98132000E-01 2.20232042E-04 6.98132000E-01
-2.62000000E-01 1.95971840E-04 5.24000000E-01
-6.63225000E-01 -6.22726971E-05 6.63225000E-01
-8.00000000E-01 1.12111244E-01 8.00000000E-01
-1.30000000E+00 5.21178049E-02 1.00000000E+00
-5.23599000E-01 -1.71000820E-02 5.23599000E-01
-1.72072000E+00 2.52872553E-01 5.24821000E-01
-1.74533000E-01 -7.90616864E-02 1.22173000E+00
0.00000000E+00 8.93791629E-01 2.38569000E+00
-8.00000000E-01 5.72417303E-02 8.00000000E-01
-1.30000000E+00 1.03374051E-02 1.00000000E+00
-5.23599000E-01 -3.84930882E-02 5.23599000E-01
-1.72072000E+00 2.35456180E-01 5.24821000E-01
-1.22173000E+00 4.90758192E-02 1.74533000E-01
0.00000000E+00 3.74069443E-01 2.38569000E+00
*************
Phase: 2 	Variable: Qe 	Node: 9 
*************
          lb           xc           ub
-6.00000000E-01 -1.56542450E-01 3.00000000E-01
-2.00000000E-01 1.26302039E-01 2.00000000E-01
7.00000000E-01 8.98343686E-01 9.00000000E-01
-5.00000000E-02 1.02605919E-02 5.00000000E-02
-5.00000000E-01 -3.82540682E-01 5.00000000E-01
-5.00000000E-02 -2.20428519E-03 5.00000000E-02
-6.98132000E-01 1.90584988E-04 6.98132000E-01
-2.62000000E-01 2.06860245E-04 5.24000000E-01
-6.63225000E-01 -6.03850495E-05 6.63225000E-01
-8.00000000E-01 1.41525105E-01 8.00000000E-01
-1.30000000E+00 4.60609410E-03 1.00000000E+00
-5.23599000E-01 -1.59202001E-02 5.23599000E-01
-1.72072000E+00 1.98812155E-01 5.24821000E-01
-1.74533000E-01 -7.19701733E-02 1.22173000E+00
0.00000000E+00 9.57866656E-01 2.38569000E+00
-8.00000000E-01 5.77881209E-02 8.00000000E-01
