*************
Phase: 1 	Variable: T 	Node: 1 
*************
          lb           xc           ub
0.00000000E+00 3.16182964E-03 1.00000000E+00
*************
Phase: 1 	Variable: Qe 	Node: 1 
*************
          lb           xc           ub
-1.74533000E-01 -1.34540335E-02 1.22173000E+00
0.00000000E+00 4.34320357E-01 2.38569000E+00
-8.00000000E-01 5.52034458E-02 8.00000000E-01
-1.30000000E+00 4.94126249E-01 1.00000000E+00
-5.23599000E-01 2.86070470E-02 5.23599000E-01
-1.72072000E+00 3.13713824E-01 5.24821000E-01
-1.22173000E+00 6.21260678E-02 1.74533000E-01
0.00000000E+00 1.99105149E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 15 
*************
          lb           xc           ub
-6.00000000E-01 -6.26791716E-02 3.00000000E-01
-2.00000000E-01 1.15659490E-01 2.00000000E-01
7.00000000E-01 8.92856913E-01 9.00000000E-01
-5.00000000E-02 -3.45344760E-02 5.00000000E-02
-5.00000000E-01 -4.34306379E-01 5.00000000E-01
-5.00000000E-02 -2.30743980E-02 5.00000000E-02
-6.98132000E-01 1.11078043E-04 6.98132000E-01
-2.62000000E-01 -8.69213576E-06 5.24000000E-01
-6.63225000E-01 4.08122778E-05 6.63225000E-01
-8.00000000E-01 -5.64377161E-02 8.00000000E-01
-1.30000000E+00 -1.72279821E-01 1.00000000E+00
-5.23599000E-01 8.57119681E-02 5.23599000E-01
-1.72072000E+00 1.42802688E-01 5.24821000E-01
-1.74533000E-01 -1.37795025E-02 1.22173000E+00
0.00000000E+00 4.34436679E-01 2.38569000E+00
-8.00000000E-01 5.52976680E-02 8.00000000E-01
-1.30000000E+00 4.97104001E-01 1.00000000E+00
-5.23599000E-01 2.87334753E-02 5.23599000E-01
-1.72072000E+00 3.11329025E-01 5.24821000E-01
-1.22173000E+00 6.22220002E-02 1.74533000E-01
0.00000000E+00 1.99226095E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 16 
*************
          lb           xc           ub
-6.00000000E-01 -6.26786758E-02 3.00000000E-01
-2.00000000E-01 1.15657485E-01 2.00000000E-01
7.00000000E-01 8.92626557E-01 9.00000000E-01
-5.00000000E-02 -3.44959556E-02 5.00000000E-02
-5.00000000E-01 -4.34544788E-01 5.00000000E-01
-5.00000000E-02 -2.30807765E-02 5.00000000E-02
-6.98132000E-01 1.19272211E-04 6.98132000E-01
-2.62000000E-01 -1.91628256E-05 5.24000000E-01
-6.63225000E-01 4.67545972E-05 6.63225000E-01
-8.00000000E-01 -5.65042572E-02 8.00000000E-01
-1.30000000E+00 -1.72197106E-01 1.00000000E+00
-5.23599000E-01 8.57615768E-02 5.23599000E-01
-1.72072000E+00 1.44290378E-01 5.24821000E-01
-1.74533000E-01 -1.40388955E-02 1.22173000E+00
0.00000000E+00 4.34553121E-01 2.38569000E+00
-8.00000000E-01 5.54015608E-02 8.00000000E-01
-1.30000000E+00 4.98064050E-01 1.00000000E+00
-5.23599000E-01 2.88832414E-02 5.23599000E-01
-1.72072000E+00 3.07403920E-01 5.24821000E-01
-1.22173000E+00 6.23094688E-02 1.74533000E-01
0.00000000E+00 1.99161848E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 17 
*************
          lb           xc           ub
-6.00000000E-01 -6.26780515E-02 3.00000000E-01
-2.00000000E-01 1.15656722E-01 2.00000000E-01
7.00000000E-01 8.92388636E-01 9.00000000E-01
-5.00000000E-02 -3.45576176E-02 5.00000000E-02
-5.00000000E-01 -4.34212766E-01 5.00000000E-01
-5.00000000E-02 -2.30513332E-02 5.00000000E-02
-6.98132000E-01 1.10746136E-04 6.98132000E-01
-2.62000000E-01 -2.17801271E-05 5.24000000E-01
-6.63225000E-01 4.68066376E-05 6.63225000E-01
-8.00000000E-01 -5.65616526E-02 8.00000000E-01
-1.30000000E+00 -1.72115821E-01 1.00000000E+00
-5.23599000E-01 8.57924939E-02 5.23599000E-01
-1.72072000E+00 1.45779077E-01 5.24821000E-01
-1.74533000E-01 -1.42734983E-02 1.22173000E+00
0.00000000E+00 4.34665587E-01 2.38569000E+00
-8.00000000E-01 5.54859223E-02 8.00000000E-01
-1.30000000E+00 4.99030698E-01 1.00000000E+00
-5.23599000E-01 2.89802335E-02 5.23599000E-01
-1.72072000E+00 3.04016852E-01 5.24821000E-01
-1.22173000E+00 6.24216567E-02 1.74533000E-01
0.00000000E+00 1.99315447E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 18 
*************
          lb           xc           ub
-6.00000000E-01 -6.26774918E-02 3.00000000E-01
-2.00000000E-01 1.15655338E-01 2.00000000E-01
7.00000000E-01 8.92132542E-01 9.00000000E-01
-5.00000000E-02 -3.45104451E-02 5.00000000E-02
-5.00000000E-01 -4.33773549E-01 5.00000000E-01
-5.00000000E-02 -2.30637998E-02 5.00000000E-02
-6.98132000E-01 1.15057611E-04 6.98132000E-01
-2.62000000E-01 -2.72869564E-05 5.24000000E-01
-6.63225000E-01 5.15967797E-05 6.63225000E-01
-8.00000000E-01 -5.66225412E-02 8.00000000E-01
-1.30000000E+00 -1.72033969E-01 1.00000000E+00
-5.23599000E-01 8.58232710E-02 5.23599000E-01
-1.72072000E+00 1.47582051E-01 5.24821000E-01
-1.74533000E-01 -1.44777857E-02 1.22173000E+00
0.00000000E+00 4.34779945E-01 2.38569000E+00
-8.00000000E-01 5.55909746E-02 8.00000000E-01
-1.30000000E+00 4.99493356E-01 1.00000000E+00
-5.23599000E-01 2.91316976E-02 5.23599000E-01
-1.72072000E+00 3.02538885E-01 5.24821000E-01
-1.22173000E+00 6.25119507E-02 1.74533000E-01
0.00000000E+00 1.99544668E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 19 
*************
          lb           xc           ub
-6.00000000E-01 -6.26768037E-02 3.00000000E-01
-2.00000000E-01 1.15655195E-01 2.00000000E-01
7.00000000E-01 8.91861290E-01 9.00000000E-01
-5.00000000E-02 -3.47403940E-02 5.00000000E-02
-5.00000000E-01 -4.34088316E-01 5.00000000E-01
-5.00000000E-02 -2.29752212E-02 5.00000000E-02
-6.98132000E-01 9.04756975E-05 6.98132000E-01
-2.62000000E-01 -2.88740666E-05 5.24000000E-01
-6.63225000E-01 4.49895442E-05 6.63225000E-01
-8.00000000E-01 -5.66737456E-02 8.00000000E-01
-1.30000000E+00 -1.71948343E-01 1.00000000E+00
-5.23599000E-01 8.58572613E-02 5.23599000E-01
-1.72072000E+00 1.49389405E-01 5.24821000E-01
-1.74533000E-01 -1.46617756E-02 1.22173000E+00
0.00000000E+00 4.34897517E-01 2.38569000E+00
-8.00000000E-01 5.56219240E-02 8.00000000E-01
-1.30000000E+00 4.99860406E-01 1.00000000E+00
-5.23599000E-01 2.91009699E-02 5.23599000E-01
-1.72072000E+00 3.00292697E-01 5.24821000E-01
-1.22173000E+00 6.26967512E-02 1.74533000E-01
0.00000000E+00 1.99385239E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 20 
*************
          lb           xc           ub
-6.00000000E-01 -6.26761803E-02 3.00000000E-01
-2.00000000E-01 1.15654432E-01 2.00000000E-01
7.00000000E-01 8.91534713E-01 9.00000000E-01
-5.00000000E-02 -3.59212543E-02 5.00000000E-02
-5.00000000E-01 -4.34022095E-01 5.00000000E-01
-5.00000000E-02 -2.29498339E-02 5.00000000E-02
-6.98132000E-01 8.45354166E-05 6.98132000E-01
-2.62000000E-01 -3.14632307E-05 5.24000000E-01
-6.63225000E-01 4.63284529E-05 6.63225000E-01
-8.00000000E-01 -5.67309634E-02 8.00000000E-01
-1.30000000E+00 -1.71860622E-01 1.00000000E+00
-5.23599000E-01 8.58832133E-02 5.23599000E-01
-1.72072000E+00 1.53746969E-01 5.24821000E-01
-1.74533000E-01 -1.48274155E-02 1.22173000E+00
0.00000000E+00 4.35018793E-01 2.38569000E+00
-8.00000000E-01 5.57060757E-02 8.00000000E-01
-1.30000000E+00 5.00098185E-01 1.00000000E+00
-5.23599000E-01 2.92171046E-02 5.23599000E-01
-1.72072000E+00 2.99626730E-01 5.24821000E-01
-1.22173000E+00 6.29138192E-02 1.74533000E-01
0.00000000E+00 1.99414470E-01 2.38569000E+00
*************
Phase: 3 	Variable: Qe 	Node: 21 
*************
          lb           xc           ub
-6.00000000E-01 -6.26754284E-02 3.00000000E-01
-2.00000000E-01 1.15654911E-01 2.00000000E-01
7.00000000E-01 8.91172994E-01 9.00000000E-01
-5.00000000E-02 -3.74899590E-02 5.00000000E-02
-5.00000000E-01 -4.33874170E-01 5.00000000E-01
-5.00000000E-02 -2.27860668E-02 5.00000000E-02
-6.98132000E-01 4.25480047E-05 6.98132000E-01
-2.62000000E-01 -3.38789027E-05 5.24000000E-01
-6.63225000E-01 3.06911583E-05 6.63225000E-01
-8.00000000E-01 -5.67694948E-02 8.00000000E-01
-1.30000000E+00 -1.71763537E-01 1.00000000E+00
-5.23599000E-01 8.59148468E-02 5.23599000E-01
-1.72072000E+00 1.58114761E-01 5.24821000E-01
-1.74533000E-01 -1.49843235E-02 1.22173000E+00
0.00000000E+00 4.35136386E-01 2.38569000E+00
-8.00000000E-01 5.56817862E-02 8.00000000E-01
-1.30000000E+00 5.00285121E-01 1.00000000E+00
-5.23599000E-01 2.90806116E-02 5.23599000E-01
-1.72072000E+00 2.99016353E-01 5.24821000E-01
-1.22173000E+00 6.32711477E-02 1.74533000E-01
0.00000000E+00 1.99438129E-01 2.38569000E+00
*************
Phase: 3 	Variable: dQe 	Node: 1 
*************
          lb           xc           ub
2.00000000E-01 2.18571654E-01 1.00000000E+00
-1.00000000E-01 9.60206072E-02 1.00000000E-01
-5.00000000E-01 -2.06136780E-03 5.00000000E-01
-5.00000000E-01 2.40989487E-01 5.00000000E-01
-5.00000000E-01 1.36440191E-02 5.00000000E-01
-5.00000000E-01 3.78099041E-01 5.00000000E-01
-1.20000000E+01 1.50769267E-05 1.20000000E+01
-1.20000000E+01 1.58325692E-05 1.20000000E+01
-1.20000000E+01 2.36807328E-05 1.20000000E+01
-1.20000000E+01 1.09900327E-01 1.20000000E+01
-1.20000000E+01 -3.82859388E+00 1.20000000E+01
-1.20000000E+01 -2.93469977E-01 1.20000000E+01
-1.20000000E+01 -1.20868711E+00 1.20000000E+01
-1.20000000E+01 -1.40204242E-01 1.20000000E+01
-1.20000000E+01 3.04446606E+00 1.20000000E+01
-1.20000000E+01 1.32059160E-01 1.20000000E+01
-1.20000000E+01 -1.18240738E+00 1.20000000E+01
-1.20000000E+01 -2.77549902E-01 1.20000000E+01
-1.20000000E+01 -1.53909905E+00 1.20000000E+01
-1.20000000E+01 -1.54689170E-01 1.20000000E+01
-1.20000000E+01 3.28465357E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 2 
*************
          lb           xc           ub
2.00000000E-01 2.18532488E-01 1.00000000E+00
-1.00000000E-01 9.58905240E-02 1.00000000E-01
-5.00000000E-01 -2.00207682E-03 5.00000000E-01
-5.00000000E-01 2.41035644E-01 5.00000000E-01
-5.00000000E-01 1.28604882E-02 5.00000000E-01
-5.00000000E-01 3.78122141E-01 5.00000000E-01
-1.20000000E+01 2.85907922E-05 1.20000000E+01
-1.20000000E+01 5.77336745E-05 1.20000000E+01
-1.20000000E+01 2.72178319E-05 1.20000000E+01
-1.20000000E+01 1.09903811E-01 1.20000000E+01
-1.20000000E+01 -3.82902255E+00 1.20000000E+01
-1.20000000E+01 -2.93480779E-01 1.20000000E+01
-1.20000000E+01 -1.20883728E+00 1.20000000E+01
-1.20000000E+01 -1.40212769E-01 1.20000000E+01
-1.20000000E+01 3.04484404E+00 1.20000000E+01
-1.20000000E+01 1.32058665E-01 1.20000000E+01
-1.20000000E+01 -1.18254309E+00 1.20000000E+01
-1.20000000E+01 -2.77556791E-01 1.20000000E+01
-1.20000000E+01 -1.53999627E+00 1.20000000E+01
-1.20000000E+01 -1.54708485E-01 1.20000000E+01
-1.20000000E+01 3.28450457E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 3 
*************
          lb           xc           ub
2.00000000E-01 2.18488415E-01 1.00000000E+00
-1.00000000E-01 9.57905136E-02 1.00000000E-01
-5.00000000E-01 -1.94459088E-03 5.00000000E-01
-5.00000000E-01 2.41067286E-01 5.00000000E-01
-5.00000000E-01 1.34623693E-02 5.00000000E-01
-5.00000000E-01 3.78146554E-01 5.00000000E-01
-1.20000000E+01 4.14976954E-05 1.20000000E+01
-1.20000000E+01 9.90473827E-05 1.20000000E+01
-1.20000000E+01 3.05581174E-05 1.20000000E+01
-1.20000000E+01 1.09902248E-01 1.20000000E+01
-1.20000000E+01 -3.82945842E+00 1.20000000E+01
-1.20000000E+01 -2.93473369E-01 1.20000000E+01
-1.20000000E+01 -1.20898759E+00 1.20000000E+01
-1.20000000E+01 -1.40226100E-01 1.20000000E+01
-1.20000000E+01 3.04522195E+00 1.20000000E+01
-1.20000000E+01 1.32055725E-01 1.20000000E+01
-1.20000000E+01 -1.18252199E+00 1.20000000E+01
-1.20000000E+01 -2.77548927E-01 1.20000000E+01
-1.20000000E+01 -1.53942384E+00 1.20000000E+01
-1.20000000E+01 -1.54732310E-01 1.20000000E+01
-1.20000000E+01 3.28462190E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 4 
*************
          lb           xc           ub
2.00000000E-01 2.18447411E-01 1.00000000E+00
-1.00000000E-01 9.56873242E-02 1.00000000E-01
-5.00000000E-01 -1.88793484E-03 5.00000000E-01
-5.00000000E-01 2.41100606E-01 5.00000000E-01
-5.00000000E-01 1.39736082E-02 5.00000000E-01
-5.00000000E-01 3.78162400E-01 5.00000000E-01
-1.20000000E+01 5.41413303E-05 1.20000000E+01
-1.20000000E+01 1.40767711E-04 1.20000000E+01
-1.20000000E+01 3.38293516E-05 1.20000000E+01
-1.20000000E+01 1.09900866E-01 1.20000000E+01
-1.20000000E+01 -3.82968309E+00 1.20000000E+01
-1.20000000E+01 -2.93469262E-01 1.20000000E+01
-1.20000000E+01 -1.20905218E+00 1.20000000E+01
-1.20000000E+01 -1.40236046E-01 1.20000000E+01
-1.20000000E+01 3.04542570E+00 1.20000000E+01
-1.20000000E+01 1.32050522E-01 1.20000000E+01
-1.20000000E+01 -1.18249821E+00 1.20000000E+01
-1.20000000E+01 -2.77541727E-01 1.20000000E+01
-1.20000000E+01 -1.53894731E+00 1.20000000E+01
-1.20000000E+01 -1.54746521E-01 1.20000000E+01
-1.20000000E+01 3.28479560E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 5 
*************
          lb           xc           ub
2.00000000E-01 2.18400100E-01 1.00000000E+00
-1.00000000E-01 9.56161379E-02 1.00000000E-01
-5.00000000E-01 -1.82716415E-03 5.00000000E-01
-5.00000000E-01 2.41134389E-01 5.00000000E-01
-5.00000000E-01 1.40196517E-02 5.00000000E-01
-5.00000000E-01 3.78168333E-01 5.00000000E-01
-1.20000000E+01 6.75050483E-05 1.20000000E+01
-1.20000000E+01 1.82460573E-04 1.20000000E+01
-1.20000000E+01 3.72913276E-05 1.20000000E+01
-1.20000000E+01 1.09899348E-01 1.20000000E+01
-1.20000000E+01 -3.82970318E+00 1.20000000E+01
-1.20000000E+01 -2.93466933E-01 1.20000000E+01
-1.20000000E+01 -1.20903533E+00 1.20000000E+01
-1.20000000E+01 -1.40243683E-01 1.20000000E+01
-1.20000000E+01 3.04545904E+00 1.20000000E+01
-1.20000000E+01 1.32045586E-01 1.20000000E+01
-1.20000000E+01 -1.18250953E+00 1.20000000E+01
-1.20000000E+01 -2.77534380E-01 1.20000000E+01
-1.20000000E+01 -1.53894053E+00 1.20000000E+01
-1.20000000E+01 -1.54754807E-01 1.20000000E+01
-1.20000000E+01 3.28474423E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 6 
*************
          lb           xc           ub
2.00000000E-01 2.18356214E-01 1.00000000E+00
-1.00000000E-01 9.55362968E-02 1.00000000E-01
-5.00000000E-01 -1.76612405E-03 5.00000000E-01
-5.00000000E-01 2.41169359E-01 5.00000000E-01
-5.00000000E-01 1.39664194E-02 5.00000000E-01
-5.00000000E-01 3.78168165E-01 5.00000000E-01
-1.20000000E+01 8.07163819E-05 1.20000000E+01
-1.20000000E+01 2.24330345E-04 1.20000000E+01
-1.20000000E+01 4.07116620E-05 1.20000000E+01
-1.20000000E+01 1.09897986E-01 1.20000000E+01
-1.20000000E+01 -3.82958267E+00 1.20000000E+01
-1.20000000E+01 -2.93467240E-01 1.20000000E+01
-1.20000000E+01 -1.20896269E+00 1.20000000E+01
-1.20000000E+01 -1.40249111E-01 1.20000000E+01
-1.20000000E+01 3.04537616E+00 1.20000000E+01
-1.20000000E+01 1.32039313E-01 1.20000000E+01
-1.20000000E+01 -1.18253068E+00 1.20000000E+01
-1.20000000E+01 -2.77527411E-01 1.20000000E+01
-1.20000000E+01 -1.53901231E+00 1.20000000E+01
-1.20000000E+01 -1.54756667E-01 1.20000000E+01
-1.20000000E+01 3.28469320E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 7 
*************
          lb           xc           ub
2.00000000E-01 2.18310181E-01 1.00000000E+00
-1.00000000E-01 9.54878583E-02 1.00000000E-01
-5.00000000E-01 -1.70333525E-03 5.00000000E-01
-5.00000000E-01 2.41204927E-01 5.00000000E-01
-5.00000000E-01 1.37821688E-02 5.00000000E-01
-5.00000000E-01 3.78161092E-01 5.00000000E-01
-1.20000000E+01 9.44614832E-05 1.20000000E+01
-1.20000000E+01 2.65405690E-04 1.20000000E+01
-1.20000000E+01 4.42966175E-05 1.20000000E+01
-1.20000000E+01 1.09897311E-01 1.20000000E+01
-1.20000000E+01 -3.82930113E+00 1.20000000E+01
-1.20000000E+01 -2.93471029E-01 1.20000000E+01
-1.20000000E+01 -1.20882845E+00 1.20000000E+01
-1.20000000E+01 -1.40253124E-01 1.20000000E+01
-1.20000000E+01 3.04515760E+00 1.20000000E+01
-1.20000000E+01 1.32037768E-01 1.20000000E+01
-1.20000000E+01 -1.18257199E+00 1.20000000E+01
-1.20000000E+01 -2.77523054E-01 1.20000000E+01
-1.20000000E+01 -1.53922664E+00 1.20000000E+01
-1.20000000E+01 -1.54752590E-01 1.20000000E+01
-1.20000000E+01 3.28460808E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 8 
*************
          lb           xc           ub
2.00000000E-01 2.18266889E-01 1.00000000E+00
-1.00000000E-01 9.54278162E-02 1.00000000E-01
-5.00000000E-01 -1.64067467E-03 5.00000000E-01
-5.00000000E-01 2.41242699E-01 5.00000000E-01
-5.00000000E-01 1.36684284E-02 5.00000000E-01
-5.00000000E-01 3.78147213E-01 5.00000000E-01
-1.20000000E+01 1.07990797E-04 1.20000000E+01
-1.20000000E+01 3.06885330E-04 1.20000000E+01
-1.20000000E+01 4.78152708E-05 1.20000000E+01
-1.20000000E+01 1.09896937E-01 1.20000000E+01
-1.20000000E+01 -3.82885407E+00 1.20000000E+01
-1.20000000E+01 -2.93478753E-01 1.20000000E+01
-1.20000000E+01 -1.20862821E+00 1.20000000E+01
-1.20000000E+01 -1.40254187E-01 1.20000000E+01
-1.20000000E+01 3.04480355E+00 1.20000000E+01
-1.20000000E+01 1.32033763E-01 1.20000000E+01
-1.20000000E+01 -1.18261738E+00 1.20000000E+01
-1.20000000E+01 -2.77519657E-01 1.20000000E+01
-1.20000000E+01 -1.53978543E+00 1.20000000E+01
-1.20000000E+01 -1.54740647E-01 1.20000000E+01
-1.20000000E+01 3.28461998E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 9 
*************
          lb           xc           ub
2.00000000E-01 2.18220660E-01 1.00000000E+00
-1.00000000E-01 9.53986452E-02 1.00000000E-01
-5.00000000E-01 -1.57686575E-03 5.00000000E-01
-5.00000000E-01 2.41281601E-01 5.00000000E-01
-5.00000000E-01 1.33332890E-02 5.00000000E-01
-5.00000000E-01 3.78126017E-01 5.00000000E-01
-1.20000000E+01 1.21982070E-04 1.20000000E+01
-1.20000000E+01 3.47215908E-04 1.20000000E+01
-1.20000000E+01 5.14793750E-05 1.20000000E+01
-1.20000000E+01 1.09897500E-01 1.20000000E+01
-1.20000000E+01 -3.82820481E+00 1.20000000E+01
-1.20000000E+01 -2.93491870E-01 1.20000000E+01
-1.20000000E+01 -1.20835086E+00 1.20000000E+01
-1.20000000E+01 -1.40253161E-01 1.20000000E+01
-1.20000000E+01 3.04428289E+00 1.20000000E+01
-1.20000000E+01 1.32036862E-01 1.20000000E+01
-1.20000000E+01 -1.18270074E+00 1.20000000E+01
-1.20000000E+01 -2.77520268E-01 1.20000000E+01
-1.20000000E+01 -1.54058936E+00 1.20000000E+01
-1.20000000E+01 -1.54719559E-01 1.20000000E+01
-1.20000000E+01 3.28457608E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 10 
*************
          lb           xc           ub
2.00000000E-01 2.18178489E-01 1.00000000E+00
-1.00000000E-01 9.53564313E-02 1.00000000E-01
-5.00000000E-01 -1.51352182E-03 5.00000000E-01
-5.00000000E-01 2.41323892E-01 5.00000000E-01
-5.00000000E-01 1.35343117E-02 5.00000000E-01
-5.00000000E-01 3.78094445E-01 5.00000000E-01
-1.20000000E+01 1.35940106E-04 1.20000000E+01
-1.20000000E+01 3.88308463E-04 1.20000000E+01
-1.20000000E+01 5.51389328E-05 1.20000000E+01
-1.20000000E+01 1.09898910E-01 1.20000000E+01
-1.20000000E+01 -3.82734523E+00 1.20000000E+01
-1.20000000E+01 -2.93510903E-01 1.20000000E+01
-1.20000000E+01 -1.20799301E+00 1.20000000E+01
-1.20000000E+01 -1.40248529E-01 1.20000000E+01
-1.20000000E+01 3.04359388E+00 1.20000000E+01
-1.20000000E+01 1.32036670E-01 1.20000000E+01
-1.20000000E+01 -1.18280750E+00 1.20000000E+01
-1.20000000E+01 -2.77522780E-01 1.20000000E+01
-1.20000000E+01 -1.54095891E+00 1.20000000E+01
-1.20000000E+01 -1.54689971E-01 1.20000000E+01
-1.20000000E+01 3.28469485E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 11 
*************
          lb           xc           ub
2.00000000E-01 2.18123727E-01 1.00000000E+00
-1.00000000E-01 9.53443307E-02 1.00000000E-01
-5.00000000E-01 -1.45405342E-03 5.00000000E-01
-5.00000000E-01 2.41364389E-01 5.00000000E-01
-5.00000000E-01 1.47987148E-02 5.00000000E-01
-5.00000000E-01 3.78070615E-01 5.00000000E-01
-1.20000000E+01 1.49151433E-04 1.20000000E+01
-1.20000000E+01 4.28058106E-04 1.20000000E+01
-1.20000000E+01 5.85559210E-05 1.20000000E+01
-1.20000000E+01 1.09900178E-01 1.20000000E+01
-1.20000000E+01 -3.82650213E+00 1.20000000E+01
-1.20000000E+01 -2.93529264E-01 1.20000000E+01
-1.20000000E+01 -1.20764074E+00 1.20000000E+01
-1.20000000E+01 -1.40243971E-01 1.20000000E+01
-1.20000000E+01 3.04292535E+00 1.20000000E+01
-1.20000000E+01 1.32042494E-01 1.20000000E+01
-1.20000000E+01 -1.18287912E+00 1.20000000E+01
-1.20000000E+01 -2.77525448E-01 1.20000000E+01
-1.20000000E+01 -1.54028158E+00 1.20000000E+01
-1.20000000E+01 -1.54654358E-01 1.20000000E+01
-1.20000000E+01 3.28519519E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 12 
*************
          lb           xc           ub
2.00000000E-01 2.18075468E-01 1.00000000E+00
-1.00000000E-01 9.53176778E-02 1.00000000E-01
-5.00000000E-01 -1.39241249E-03 5.00000000E-01
-5.00000000E-01 2.41402703E-01 5.00000000E-01
-5.00000000E-01 1.60347456E-02 5.00000000E-01
-5.00000000E-01 3.78046657E-01 5.00000000E-01
-1.20000000E+01 1.62955443E-04 1.20000000E+01
-1.20000000E+01 4.68931419E-04 1.20000000E+01
-1.20000000E+01 6.21996695E-05 1.20000000E+01
-1.20000000E+01 1.09900864E-01 1.20000000E+01
-1.20000000E+01 -3.82584454E+00 1.20000000E+01
-1.20000000E+01 -2.93541739E-01 1.20000000E+01
-1.20000000E+01 -1.20736297E+00 1.20000000E+01
-1.20000000E+01 -1.40242316E-01 1.20000000E+01
-1.20000000E+01 3.04240844E+00 1.20000000E+01
-1.20000000E+01 1.32042837E-01 1.20000000E+01
-1.20000000E+01 -1.18295106E+00 1.20000000E+01
-1.20000000E+01 -2.77523766E-01 1.20000000E+01
-1.20000000E+01 -1.53991764E+00 1.20000000E+01
-1.20000000E+01 -1.54633070E-01 1.20000000E+01
-1.20000000E+01 3.28558651E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 13 
*************
          lb           xc           ub
2.00000000E-01 2.18009967E-01 1.00000000E+00
-1.00000000E-01 9.53205047E-02 1.00000000E-01
-5.00000000E-01 -1.33680099E-03 5.00000000E-01
-5.00000000E-01 2.41438465E-01 5.00000000E-01
-5.00000000E-01 1.68853988E-02 5.00000000E-01
-5.00000000E-01 3.78035684E-01 5.00000000E-01
-1.20000000E+01 1.75712637E-04 1.20000000E+01
-1.20000000E+01 5.09358609E-04 1.20000000E+01
-1.20000000E+01 6.54139326E-05 1.20000000E+01
-1.20000000E+01 1.09900969E-01 1.20000000E+01
-1.20000000E+01 -3.82530636E+00 1.20000000E+01
-1.20000000E+01 -2.93550601E-01 1.20000000E+01
-1.20000000E+01 -1.20712651E+00 1.20000000E+01
-1.20000000E+01 -1.40241659E-01 1.20000000E+01
-1.20000000E+01 3.04199449E+00 1.20000000E+01
-1.20000000E+01 1.32044536E-01 1.20000000E+01
-1.20000000E+01 -1.18304263E+00 1.20000000E+01
-1.20000000E+01 -2.77520399E-01 1.20000000E+01
-1.20000000E+01 -1.53993248E+00 1.20000000E+01
-1.20000000E+01 -1.54609345E-01 1.20000000E+01
-1.20000000E+01 3.28574386E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 14 
*************
          lb           xc           ub
2.00000000E-01 2.17949252E-01 1.00000000E+00
-1.00000000E-01 9.53084107E-02 1.00000000E-01
-5.00000000E-01 -1.28014693E-03 5.00000000E-01
-5.00000000E-01 2.41473159E-01 5.00000000E-01
-5.00000000E-01 1.75029985E-02 5.00000000E-01
-5.00000000E-01 3.78023958E-01 5.00000000E-01
-1.20000000E+01 1.88775758E-04 1.20000000E+01
-1.20000000E+01 5.50121623E-04 1.20000000E+01
-1.20000000E+01 6.87572110E-05 1.20000000E+01
-1.20000000E+01 1.09900835E-01 1.20000000E+01
-1.20000000E+01 -3.82484699E+00 1.20000000E+01
-1.20000000E+01 -2.93556964E-01 1.20000000E+01
-1.20000000E+01 -1.20692153E+00 1.20000000E+01
-1.20000000E+01 -1.40242372E-01 1.20000000E+01
-1.20000000E+01 3.04164312E+00 1.20000000E+01
-1.20000000E+01 1.32044678E-01 1.20000000E+01
-1.20000000E+01 -1.18310856E+00 1.20000000E+01
-1.20000000E+01 -2.77515458E-01 1.20000000E+01
-1.20000000E+01 -1.53973194E+00 1.20000000E+01
-1.20000000E+01 -1.54591985E-01 1.20000000E+01
-1.20000000E+01 3.28600631E+00 1.20000000E+01
*************
Phase: 3 	Variable: dQe 	Node: 15 
*************
          lb           xc           ub
2.00000000E-01 2.17879052E-01 1.00000000E+00
-1.00000000E-01 9.53259180E-02 1.00000000E-01
-5.00000000E-01 -1.22392086E-03 5.00000000E-01
-5.00000000E-01 2.41506888E-01 5.00000000E-01
-5.00000000E-01 1.79988501E-02 5.00000000E-01
-5.00000000E-01 3.78017092E-01 5.00000000E-01
-1.20000000E+01 2.01713081E-04 1.20000000E+01
-1.20000000E+01 5.90826545E-04 1.20000000E+01
-1.20000000E+01 7.20551621E-05 1.20000000E+01
-1.20000000E+01 1.09900256E-01 1.20000000E+01
